gene	gwas_score
RABGAP1	0.4338273603960793
HACD2	0.4337132711652753
GRM5	0.43363630696489025
SUGCT	0.4329109286364444
TMEM266	0.4324378178275385
AKT2	0.432111009859896
AFG2A	0.43151736367585264
LYZL2	0.4312536417123864
DUSP10	0.4311067067629695
ITIH2	0.431094676577222
GPNMB	0.43034163043202334
SLC67A1	0.43033276471742216
SLC39A8	0.43009667845716326
CFAP77	0.43008103705162687
HP	0.43005301468057944
HS3ST5	0.4299889140824245
WBP1L	0.4299260681384307
CFAP58	0.4296397488117511
FAM237B	0.4287219276471923
PTPRR	0.42866733203796376
TCEA2	0.42811580600854093
C2CD4A	0.42795617631865446
NREP	0.4276086041373712
DTL	0.4266346663888076
VPS37D	0.4263855110960357
EFNA5	0.42623296065077837
WNT8A	0.4260354867420678
CD180	0.4259228200062445
RBL2	0.42519173257358506
GIN1	0.425111777856578
OBSL1	0.4251079198638437
PAMR1	0.4245397110002666
LARP1B	0.4243950588873019
IQSEC1	0.4241840233397301
CRTC1	0.42409349245553335
PRDM15	0.4238192405688844
AOPEP	0.42380753650263003
WNT7B	0.42355457195300056
CCDC146	0.42327748361975226
VCL	0.4229954264936708
TRMT61A	0.42247847500848684
CACNA1H	0.4224215195978382
NPVF	0.4220139517612653
SBNO2	0.42198892209016553
ALK	0.42145940368090157
CDADC1	0.42114263294654847
TBC1D2	0.4211352861990776
PIEZO1	0.4210514281949622
SPIN4	0.42090005439688855
GRK5	0.4208107203029506
KAT6B	0.4206478009689316
LGSN	0.42041819825089527
SRGAP2	0.4202023244287455
GSTO1	0.41988631195241016
TNKS2	0.4195685628595776
CPNE8	0.41953443921052797
PCDH9	0.41951935505161014
VPS8	0.4194858009793142
ATP11B	0.4194537325624871
CHUK	0.4192401217781152
POU3F3	0.4191706970779261
PPP1R21	0.41888896607133774
ERICH1	0.4188624416858943
MORC4	0.4184539815501527
TSEN2	0.4177846365191985
ROBO1	0.4177711733907927
RSBN1	0.4175423824485935
TNFRSF6B	0.4169777377489833
PRAG1	0.41654851517544805
TNFAIP8	0.41583960386832336
SENP1	0.41568355795556644
COPZ2	0.41538834960797966
SCGN	0.41529425960476646
ADAM32	0.41511699554248604
SLC26A9	0.41500419443335296
MAU2	0.4150005171032992
SETD9	0.414949873897097
IRX1	0.4149440072691159
AFAP1L2	0.4149369775822634
BCDIN3D	0.41415485819435194
A1CF	0.4135678917144913
DPY19L4	0.4130792741249941
KPNA2	0.4129479974406862
CAND2	0.41263884974948567
PTPRQ	0.4125453259259481
RTL1	0.41247562920787934
RBM6	0.4122299609474284
ETV6	0.41204716028240124
ARID1B	0.4111837045710194
GINS4	0.41081206876138
DCUN1D4	0.41077504296967643
BHLHE22	0.41074259423737947
HORMAD2	0.41068611636230645
PROS1	0.4093117062093
MFHAS1	0.40916187185376435
CIT	0.4087900961977451
PRKAG3	0.4082153206564725
CHRNE	0.40791330582264307
CIRSR	0.4077384695388117
KIF20B	0.4073053466164
DLGAP1	0.4070957242532986
ALMS1	0.40679939034051665
CSMD1	0.4062212891856471
PKNOX2	0.4059915923559669
RUNX1T1	0.40581987232507016
C11orf21	0.4056021454773653
MMP16	0.405543612878867
MCTP1	0.4049250366713467
ZNF276	0.4047817173453384
METTL15	0.4041805733067597
HSPA4	0.4041322084774204
CBX1	0.40404503300262995
CCDC69	0.40400204603471407
SOX9	0.40397287645782615
NWD2	0.40366617919226166
MDM4	0.403595726404145
IKZF2	0.40352892319938144
CCDC88B	0.4030857589654408
CLDN18	0.4027086198893544
TGFBR3	0.4026678549527098
SMARCC1	0.4024559885050096
H1-7	0.40233345464143494
IGF2	0.4021345078792071
ZNF654	0.40206120022443936
PPARGC1A	0.40186473134756195
COLGALT2	0.4009602588124887
DMXL2	0.4007932476350452
DPYD	0.4005751824006209
USF3	0.40044071246294255
UBE2W	0.4004086521462593
DCN	0.4001680765666633
ELAC2	0.4000705668382094
SRPK2	0.39990286894772825
FRMPD2	0.39986908135777055
QSOX2	0.3991887034932138
MARVELD3	0.3987022056804221
TOP1MT	0.39860223193801986
PODXL	0.3985817951164487
INTS8	0.39849397513721163
CHORDC1	0.39821527304163956
RYR2	0.39771728857558886
SLC35G2	0.3973430305362363
SEC22A	0.3970899537723372
DCLK3	0.3969277725327649
VPS11	0.3967580579102792
KIF18A	0.39675446606641707
NT5DC1	0.39649221730246675
MMS22L	0.3963847643265496
BMERB1	0.3963679872904016
PDZRN3	0.3962619984551256
FGL1	0.3959559525478235
MSR1	0.39582257055584624
GULP1	0.395697401817879
B3GNT2	0.3955631764698205
CNBD1	0.3955576528209051
PARP11	0.39550507511150834
KAZN	0.39542935197697227
HABP2	0.39519670195410406
ADARB2	0.3946997049054077
DYRK3	0.39465151169141893
LRRN1	0.39423755734810506
MYOF	0.3933528676341687
ARL6IP4	0.39271043398344957
DSCAML1	0.3924945238647148
IFT52	0.39231207538950796
ASCL2	0.39191302395998234
KLF13	0.39168589878602217
LHX5	0.39138296095350383
EDA2R	0.3912150565961676
CELSR1	0.3911800421577617
ZNF76	0.39103836588517205
ADAP2	0.3909724489826177
PLA2G6	0.3908834878123594
EPHA3	0.39074278838843673
COL11A1	0.39030977417252277
ATG7	0.3901863560621125
EVI5	0.39009656449499663
ETFBKMT	0.38999935670387276
PLCB3	0.389703495387557
GPC6	0.38934203269432915
CCDC62	0.38926383648697
UPF2	0.3891916961374212
NCF1	0.38911880638002566
NR5A2	0.38887620723385374
ID2	0.3886874021650655
HTR3B	0.38861217726864394
XRRA1	0.3882942107628159
MAPK8IP1	0.3881900527324556
ATP6V1G3	0.3877932549858276
LMTK2	0.38744448377620844
ZNF703	0.38739936038338824
NBEAL2	0.38704486510228125
PHF8	0.3869981937792606
CORO7	0.38677971183659504
ZNF641	0.3866647449807413
PSRC1	0.3864766018854553
CAD	0.3859278514849699
E2F3	0.3856627137986611
NDUFS4	0.3855819751020554
GALNT17	0.3851443312849107
USP28	0.3851147268820319
LIPJ	0.38510608471546326
CBLN1	0.38494565204257963
CRB3	0.3846710594293415
ZNF507	0.38465584051966084
HSPB7	0.38446525538197246
DNAH10	0.3844577581427713
GRIA1	0.384395053631633
NRBF2	0.384181483820747
DMRTA2	0.3830167283968906
NKAIN2	0.3830002767949
MRPS35	0.3824645349386416
TAFA2	0.3824115586387532
XYLT1	0.3824115586387532
RALYL	0.38219581247628026
C9orf72	0.3819861176421804
MOV10	0.38193190933531784
RASA1	0.381924884932809
THOC7	0.381923152459581
PPFIA2	0.3816595270875333
SLC14A2	0.3816595270875333
EN1	0.3812192295362722
EPB41L4B	0.3809352101572527
ALG10B	0.38088582670776805
SDK1	0.37998841833359864
EFNB1	0.37979656495343683
CNNM2	0.3791779026866059
ARL14EP	0.37861191448603254
DMAC1	0.378533549450814
ZNF618	0.3782755662845399
CXCR4	0.3780504713632631
PPP2R2D	0.37759517231531675
PTER	0.37752121566136865
TMEM258	0.37743628394530915
ZFYVE28	0.37739899332243326
MLX	0.3769686370985371
PPP1R13B	0.3766733049791606
SMIM29	0.37611123278579817
CCDC171	0.3753508179634107
AK4P3	0.3752516051664925
TGM4	0.3750957562842627
PALMD	0.37488356120071525
DNAH7	0.3745243164220034
STAG1	0.37390233831509495
COASY	0.37346196855984876
SETD2	0.3734545780527
DSTYK	0.3733200208604427
ZNF385D	0.37316502017827585
WDR26	0.3725530388316172
ZNF891	0.3725132307386244
MGAT1	0.37236957849896685
DEUP1	0.3717485382774983
NDST4	0.37173379042930776
SUOX	0.3714707931758263
SPRYD4	0.37113194766210045
NSUN3	0.3702550071235666
PUS10	0.3702264663521173
ADAM30	0.3699436159277629
PTH1R	0.36928713554986536
MINDY3	0.36928432276923684
ARF4	0.36893126444711394
NFE2L3	0.36833113210870666
SCRN1	0.36771458508914384
FRK	0.3677062146888195
TNFAIP6	0.36669959145049125
GIP	0.36669894418485044
RND3	0.3666304857610949
SLC43A2	0.36646808844473694
SPTBN5	0.36643264559704314
IQCJ	0.36613207213085014
ACAN	0.3657600784956558
SOX2	0.36564734985752123
CDIN1	0.3652904664255098
GDNF	0.36464058274664646
EML6	0.36424434756246077
ORAI2	0.3640469184448535
HNRNPK	0.3636599051952243
SELENOI	0.36354345788898024
CRYBA2	0.36352014487465695
TFEC	0.36349054047177815
MTRFR	0.3630112667379688
HEG1	0.36292041112674134
CCDC68	0.3626160363302062
RNF34	0.36183897724678754
MAN1C1	0.36170597836972407
TNRC6B	0.3615621959087411
SMIM38	0.3612681941529519
TRIM49B	0.3611540392453056
IDUA	0.36114225931097466
PXK	0.3610881208329388
SV2B	0.36106044295076956
TTC3	0.3608562921480533
SCT	0.3608504491738009
DAB1	0.360770522721353
TFPI	0.360770522721353
SOX11	0.360770522721353
CBFA2T3	0.360361387699438
NPY	0.36035914109848516
PLCG1	0.3595267655524047
AGA	0.3592813886445999
EMB	0.3590365164067108
GRID2	0.35899949828765343
ZFAND6	0.358719937701631
PITPNC1	0.3583511962024934
LPGAT1	0.35829824707922947
B3GALNT2	0.35776373131651307
CCAR2	0.3575208687962914
LGR5	0.35665172964750796
GSTA2	0.3563512774695832
P2RX4	0.35609328071499685
MMADHC	0.35576893676130267
PKD1L3	0.3554554996928796
SOX4	0.3554461146985765
ANKFY1	0.35535860596791274
PDHB	0.3553039064058184
ZFHX4	0.35423226170954714
RPL22L1	0.35422782939082925
FAAH2	0.35398905654996754
RAB6C	0.3538058423544948
STEAP2	0.3535974152208636
CAMKK2	0.3535324817482308
CSRNP3	0.35336869729166753
BAIAP2	0.3531730182354376
PPP1R9A	0.35287716274448155
ADK	0.35276394241075315
NETO1	0.35273160474403586
TRIB1	0.35237794627145674
BBIP1	0.3516798064062139
NKX2-2	0.3515440949629537
C2CD4B	0.35119344158449306
KCNMB2	0.351079519627202
NRP1	0.35078343936291473
EIF3M	0.35028974729976636
PTP4A1	0.3500429100663493
RPL13	0.34958142418939364
LIME1	0.34918735218398916
PCDH15	0.34915697274404334
ERG	0.34838696838520056
SLC2A4RG	0.34799882126640763
OBI1	0.34775538363345326
EGR2	0.34772824666979896
MNX1	0.3474403013928414
ALKAL2	0.3473336020452933
CNGA1	0.3472686321721669
TMTC2	0.3464149238100805
PTTG1IP2	0.3459487903478615
RPLP1	0.34583254686630066
AZI2	0.34530854531179594
ENSG00000285976	0.34515447297557056
NUCKS1	0.3449420039868778
CLINT1	0.3441741205370999
ASCC2	0.34401654962798434
OMA1	0.3439721076288388
UBE2E1	0.3438361653951568
CADM2	0.3431188884459921
PREX1	0.34300418497314894
PSMA3	0.34270958784797645
TRIM37	0.34270158231899855
SHOC2	0.3426068030863936
PAPPA	0.3424241271013205
CRNKL1	0.3421409466747625
IFITM3	0.3420799895061666
DHX15	0.34186798465899015
PLA2G4B	0.34185199322859655
ASCL1	0.3415433369813544
DLEU7	0.34106290291133096
BNC2	0.3409933321783432
SYT13	0.34022727748891757
GABBR2	0.33948670390451974
TRERF1	0.339189239142199
ERLIN1	0.33905692476316535
TMEM170B	0.33781718196348925
AR	0.33709044732017607
OAS3	0.33659006678173814
GPBP1L1	0.3365810532013023
YTHDF2	0.33651868737767343
LRRC8E	0.3363730116118552
CYTIP	0.33618613603439745
VAV2	0.3361282453439287
RGS16	0.3360383450703151
RPL10L	0.3360254115134406
PQBP1	0.3359188748993285
C11orf58	0.3354835795769559
PTPRJ	0.3354341203852125
RCVRN	0.33484361753007397
GPR6	0.3348329349526085
RRAS2	0.3344908356042869
ITGA3	0.3343358926095381
FAM114A2	0.3343117188920174
ARHGAP42	0.33393799059238743
SH3BGRL3	0.33333819796178554
CATIP	0.3329070544035198
PITPNM2	0.33278023868713497
SNX7	0.33253806831476235
TOP1	0.3324915328748638
HPSE2	0.332230936223207
MNMIP1	0.33204479446361285
STK33	0.33198412849262543
CNKSR2	0.331718362439275
RFT1	0.33168652955319294
PSMA1	0.33125476061802106
RPS6KB1	0.3308023290184964
NFKBIA	0.3306029250661805
ARHGEF39	0.33038912203235427
ARID2	0.3303349454315536
GBA1	0.330059777579765
POLD2	0.3299925654342577
IQUB	0.32872377472279873
UNC45A	0.32869507035687756
CCM2	0.3279646727197897
ARID4A	0.32793227562937
RANBP3L	0.3279068453924406
EFR3A	0.32789082930177665
ACO1	0.32777353499073786
SND1	0.3270663538753104
HSPA12A	0.32698385475580793
FADS1	0.3268916453761351
TAX1BP1	0.3262411214146504
RPL37A	0.3254394977782136
MNS1	0.32540862513286145
KCND1	0.3252570520395419
RXRA	0.32512120515289245
PKDCC	0.3243529038625139
ENO4	0.3239427542466202
SQOR	0.3230325185057199
CTU2	0.32233770280779944
NBPF8	0.3220793074627214
ERBB3	0.3218200062301624
CCDC71L	0.32108565760257146
RUFY3	0.3209175644821896
ZXDA	0.3205513311955021
ZNF765	0.3199611975901663
CISD2	0.31990595578201797
CWF19L1	0.3197851234063676
GIGYF2	0.31976454753579264
C8orf48	0.319434079782727
RAB2B	0.31887576321044225
HSD17B4	0.3182166394792728
CTNNA3	0.3181580829125015
CEP15	0.31775571078657183
IFNGR1	0.31739684980919347
ZNF469	0.31668786376635155
INPP5F	0.3166766851148361
ZNF708	0.31626497787574587
SEMA3F	0.31571340400012704
USP36	0.31551266943815587
TULP1	0.31550796344010973
MCU	0.31536954383301424
CABP4	0.31482677228990336
TMEM245	0.3143997650830756
GNAS	0.31431751995566976
FBXL17	0.31417507683607804
ATP5F1D	0.31390188381899803
DCC	0.31381362773116245
ZRANB3	0.3137268799459827
DNAJC2	0.3129289216609244
DOK5	0.31289270251798645
PTPN9	0.312884698083225
KIF6	0.3126416612807151
SAXO1	0.3126073414400276
RTN4	0.3123560910097463
SH2D4B	0.31216168755632556
LRRTM4	0.3114813298226017
IL19	0.31144321007740156
ABCC5	0.3109658622314387
SIX4	0.3106282759642203
LMBR1	0.3095658126262955
UBE2D3	0.3092619830211298
USP49	0.30920690000632667
IMMP2L	0.309119862337153
INHBA	0.30886769949794424
AVL9	0.3086389810267435
MDFIC2	0.30844401705544383
PMAIP1	0.30819360981954796
NT5C	0.30814741024405823
L3MBTL2	0.3078810647297929
CDH15	0.3077985303279414
KCTD9	0.30761511076022763
CTSB	0.3075028169480839
HSF1	0.30696648130539084
ARHGAP36	0.3066694729365702
TOM1L2	0.30659720634684945
ITGB6	0.3063752034725172
HEATR5B	0.3054156521918795
AADAT	0.3044404462008425
SLC35D3	0.3042409131847159
SHPRH	0.3039714138986843
CDK5RAP2	0.30369120478306405
GAK	0.3035872813712447
AGBL4	0.3030782994311748
ZNF565	0.3030780820181794
NHSL3	0.30282628832811903
SLC9C2	0.30282135350606637
HIGD1A	0.3019516652888153
NUFIP2	0.30092614630708403
NF1	0.3008963447669584
STK17B	0.30042115303992
SYN3	0.2997034699739898
MAP3K15	0.29904062304527346
MAPK8	0.29882317230452377
CRH	0.29856960684953193
FOXF1	0.29793717962242733
RP1L1	0.29762329866913856
ZDHHC18	0.2975354864661687
ZNF710	0.2961595837951021
FAM234A	0.29548996329338395
TMEM176B	0.2954128226532104
BANP	0.29500936462053956
C8orf58	0.2944238444988361
SMC4	0.2943817439418204
RPP14	0.29398471705223794
SPDYE18	0.2939674934261436
AASDH	0.29385381027198476
RNASEL	0.29335805428913736
SPATA18	0.29327436186112266
ICOS	0.2928329339635936
SOD3	0.29245887037550516
CEBPB	0.29098846532505
GCC1	0.2908240940070672
SORL1	0.2907503484686056
IRF7	0.2906260929155462
PPP2R5A	0.2904178266156767
CDKN2A	0.29029499802395986
CASP12	0.29010771188959017
SNX10	0.2893004030842802
ARFRP1	0.28902346019629965
ZNHIT3	0.2888901730708725
NEUROD2	0.28882970935931834
OR4C45	0.28858714056053064
CPB2	0.2884893846697355
ARPC1B	0.28821322940059263
SNUPN	0.2881086900369249
FAM241B	0.2877409177164087
PRSS27	0.2874949874524137
CALR	0.28747713302054617
TLK2	0.2863628998674186
ENAH	0.286285247192548
VPS26A	0.286264230602989
SPPL2C	0.28581167123558415
DGAT2	0.2850527918040965
ARL14	0.2850210268595755
MUSTN1	0.28470958274361063
ERBIN	0.283969164669897
DIAPH3	0.28352105836854974
HOXC5	0.2830200799443744
EIF4E3	0.2814804415081967
TINAG	0.28136020872464146
EP300	0.2807285545215206
ZNF362	0.28071746343912835
GPR101	0.2806448656164017
FAM76A	0.28000581635181104
SIX1	0.27979116518083075
HTRA1	0.27977881440844576
ACP1	0.2797399719279476
GAS2L1	0.2797382534254254
S100PBP	0.2788137590155743
TTC8	0.2787747615660593
GMEB1	0.2784258217607145
RGS19	0.27792642411019347
FGFR1	0.2769148195601703
GINS2	0.2768164401797346
TRIM59	0.27672840681691796
PRPS1L1	0.27626148659645444
LIN28A	0.2756613611704719
OTOL1	0.27549118114829285
NTAN1	0.27526514001496044
NDUFS3	0.27523541967106585
COMMD1	0.2744471820619494
ZNF682	0.27438108851133625
PM20D1	0.27431831050890354
RPS11	0.2735779467884388
FDPS	0.2735670937531457
ZCCHC12	0.2735377603867685
TMEM154	0.27323583355919867
ZNF251	0.27283814471821227
LRRTM3	0.2726358600437069
ENSG00000289325	0.2726358600437069
CNTF	0.2710570408416169
TPSD1	0.27051349249999107
RRM2B	0.27047327845617086
RMI1	0.26953478978327744
FGF9	0.2695263786180165
KCNMA1	0.26938216586048
PRSS53	0.26932444271019124
ZNF506	0.2689688275206532
AMIGO2	0.26888912754007555
CD302	0.2687508891104763
TMEM60	0.2681444678998676
TOMM40	0.26800811164023663
CKB	0.2678757383917148
CSTA	0.2677081172500341
ATP2A1	0.2673831432012698
PPP1R3C	0.26729342913786064
CD101	0.2668497893675114
CUEDC1	0.2666227601223814
ANGEL1	0.2665847219039155
DDX52	0.26601290714834525
METAP2	0.26554747772169435
SLC25A26	0.2645756899460856
HERC5	0.263366040274968
NME6	0.2631814385240916
KCND3	0.2627925410285019
GYS2	0.26145080796895104
TCF3	0.26124222331128266
SFMBT1	0.2602310045183451
ENSG00000284779	0.2594732505576893
WFDC5	0.2591358537404812
NUDT6	0.25894357006376595
SCAF11	0.2588568222785862
GARIN1A	0.2588062375216476
SHTN1	0.2575646824934495
URM1	0.25644038554079096
ACAD9	0.2557531974154604
SRRM2	0.2554463008546501
CSAD	0.25489488714497055
FNBP4	0.25482971609229194
LRRC66	0.2546190349706807
NFE2L1	0.25457232610617303
CAVIN4	0.2544292428619913
DTNB	0.2538656132596306
KLF16	0.25340865190815665
IMP3	0.25317740579196113
EGR1	0.25315773692895294
SEC31B	0.25315641659794935
CUTA	0.2530914101123134
SLC41A1	0.252796145146759
RRN3	0.2525327195670294
TMEM244	0.252352817401874
PFKFB3	0.25180055668739976
PHACTR4	0.2514101010653428
PJA1	0.2511346931533717
FAH	0.25073196275594734
MAPKBP1	0.2505502417272604
LPAR5	0.25020075522825724
SSTR5	0.24967184793131703
CD81	0.24928764293287892
ATP2B3	0.2487382402934072
PIGG	0.24825708721675335
BOD1L2	0.24724498996459462
EFL1	0.24716302878821028
AARD	0.24662657324108175
OR4C12	0.24587188081901487
PHTF2	0.24539901196258973
OPHN1	0.2450278372748417
ACOXL	0.24488248414996522
TRA2B	0.24485551897131805
TRIM63	0.24418536707604552
FBP1	0.24351146882333197
BPNT2	0.24264632816123544
SIN3A	0.24230474028740573
ZNF716	0.2418576444025346
PLEKHA3	0.2417738498105429
CFAP221	0.2415528495006802
MRPL52	0.2415000181427888
BMPR2	0.24133650041976157
TEAD3	0.24080820999130517
CLEC16A	0.24019436251643572
MST1R	0.23968012869621114
PHGR1	0.23865090190389135
TPSAB1	0.23824305823519296
PPARA	0.2381834372506315
MAN2C1	0.23809689388595745
GNPTG	0.23798968603619705
PPIF	0.23727263621359704
MAPT	0.23700405173395425
DGAT1	0.23687010240372997
GCA	0.23655009154870132
TUBD1	0.23652238384773586
SH2B2	0.23554530719905062
DNLZ	0.23534478815336538
THY1	0.2351258314715401
RGS9BP	0.23506495583281745
TRIM32	0.23498739374669497
MARK3	0.2338655857198904
JMJD7	0.23368289312688015
ZNF729	0.2335535550417816
PDIA3	0.23302525731589827
WNT6	0.2328902731612567
ESM1	0.23279831664887898
EHHADH	0.232783817793928
ZNF738	0.2326931612300855
UVSSA	0.23263685538605505
POLK	0.2318909370919411
BAIAP3	0.23132145734749332
DOC2A	0.2308488841590482
FSHB	0.2303134994978519
BGLAP	0.22914503549778678
EVI2B	0.22892460579742147
GATA6	0.22803746122802732
RAB19	0.2278074020433547
SCAMP3	0.22721291297504648
SH2B1	0.22685592497719803
NOM1	0.2267677178123191
TGFB1	0.2263349368196535
TARS2	0.22631303193696148
CDC7	0.22577616678022666
DCUN1D5	0.22562852976801206
ADAT1	0.2248861323301525
LY75	0.2248510631610446
NOL4L	0.22456235002669653
SKOR1	0.22450355038221692
NCOA7	0.22425316764629633
CAPZA1	0.22425248215494856
ZNF146	0.22314385705571116
SLC2A13	0.2224138068642175
TMEM176A	0.22220471825850116
PTPDC1	0.2220701494296902
CENPE	0.2210675080927589
ARL4C	0.2206121008415857
SGCB	0.2200028782997598
CDHR5	0.2198525141887743
KDF1	0.21980912217843482
CHD4	0.218911371957559
SPTA1	0.2188520882902665
ANKRD27	0.2185615520573629
CD24	0.2185597221646513
EPO	0.218511598244764
RAB30	0.2177958053696808
RAB11B	0.21754324393998034
SEPTIN14	0.21706793597647991
SUGP1	0.2170105318907389
SMG6	0.21629284744996777
C1QTNF4	0.2161287821682854
OGDH	0.21612400814126057
CTNNAL1	0.2160277304197808
MYO1E	0.21559794116329917
SYNC	0.21557634480575233
TMEM51	0.2147574044051864
INKA2	0.21474001061064513
IGHMBP2	0.21421563160302332
EML2	0.21405245161680847
YIF1A	0.21396701757802128
PSMC3IP	0.21396123188153476
SH3GL2	0.21357567418623297
FSD2	0.21337427275202153
CERT1	0.21312133090997157
PCSK6	0.21223289529090886
NAP1L5	0.21193845719931628
CYTL1	0.21180216391144702
B9D2	0.21171441965003818
PDLIM3	0.21118938035109688
STK11	0.21108736433569586
CKMT1B	0.21089757637899073
PDXDC1	0.21058624216479177
DPYS	0.2105304134202432
TRPV5	0.2102229302658345
RNF169	0.21011799226003644
SBNO1	0.20890366500305274
ZNF492	0.20837278191015668
NBDY	0.2083277499289323
DUSP6	0.20750394522713772
CDK11A	0.20749847366675253
TEX29	0.20705866529473116
GSTO2	0.20638446759587803
FRAT2	0.20637684135125686
GRIN1	0.20633727085811837
STX19	0.20629146969035025
DNAH8	0.20565059002977717
PLG	0.2052200987104978
TAOK2	0.20518329196364535
GNA12	0.20495052018446694
IPO9	0.20471587892340676
SLX4IP	0.2045699568537024
ATOH1	0.20442093836307929
TMPRSS5	0.20425947297846736
DHRS11	0.20304660740679226
IL20RA	0.20279261395827505
HYOU1	0.2025229110231327
KCTD13	0.20202296587686536
FRRS1L	0.2017321726612979
SPATA31H1	0.2017153959396942
PTPN2	0.20133070251692256
FCGRT	0.20119329297436836
SLC16A13	0.20115357931666702
UBE2Z	0.2011441723588926
MLLT3	0.20103313182112634
FAP	0.20084037506480498
TAT	0.20079537736890543
AGBL2	0.20058432798138603
PTRH2	0.20005919884860288
CCDC77	0.19860319590792802
INA	0.19846306134259506
CCDC73	0.19844411856655655
USP3	0.19827232290517974
SNX33	0.19792866472924595
CGGBP1	0.19769876407488252
ELOB	0.1974492283093686
PRDX6	0.1966571202959896
PLAU	0.19627077067184912
PKLR	0.1960270790758558
EIF2B4	0.19600790697386225
CCNL1	0.19599950033803865
LSM5	0.19573965557299103
UTP23	0.19565994540117923
PPM1E	0.1951628588960941
KRTAP5-6	0.19498318039204146
MACIR	0.19482849887062156
LLPH	0.1942893244806489
HTD2	0.1940430732630909
NPC2	0.1928958165922266
SREK1	0.19264351334045823
AMZ1	0.19232041951148782
DCAF12	0.1921726962540091
SERTAD4	0.19204652443161002
MANBA	0.1919896481313602
SLC39A13	0.19096444491809944
CELF1	0.1905251020086803
RNF123	0.19039489319901143
SPC25	0.19038609326017786
FAM117B	0.18993230987522317
TEX15	0.18912866678558704
ANGPTL7	0.1888551485129193
GIGYF1	0.18873743284341687
TXNDC17	0.18855183700181502
TMPRSS3	0.18845949083200272
NOP58	0.1881532895398341
RGP1	0.1881178353685468
MTMR11	0.18714474688949662
DHRS2	0.18707031237990224
SSTR1	0.18683993336535332
STRBP	0.186809246931474
NEIL1	0.1866682091750839
LRTM1	0.18654221549800365
TMEM69	0.18573925113914477
MYO6	0.18550057696452793
RPGRIP1L	0.18528884186491354
ABL2	0.18501364432574538
PNPLA7	0.1848234577785486
BOLL	0.18451523862201605
SLC26A5	0.18382783308369008
SPIN2A	0.1832054770606554
STRC	0.18211200745897496
TUBG2	0.1818249004420498
CPT1A	0.1817303955634512
NFXL1	0.1816064339205523
WHAMM	0.18103177740282925
OR5B17	0.1802368769912901
BHLHE41	0.18017263761615873
THRAP3	0.17942790135301506
MYF6	0.17935535788353726
LRRK2	0.17826789658057451
PROP1	0.1780531083941127
BIN3	0.1776868241147673
ARHGAP12	0.1775363358217063
BAMBI	0.17675022478345148
MOGAT2	0.1766447975984137
ABHD13	0.1765372868721696
SPATA31C2	0.1760677472730221
MSL2	0.17569191650731564
RRAGB	0.17561529145358903
RCN3	0.1755707411654509
STAT3	0.1750545302432827
KIAA0825	0.17496796363559916
ZCWPW2	0.17492444480101232
FBXO38	0.1747633598891424
ELFN1	0.17475250933245812
ICE2	0.17461070652500182
MYF5	0.17420140164918413
IL17RB	0.17414348322981613
STH	0.17366956187305388
SNAI1	0.17349961288237872
MRPS12	0.17296754666457445
LKAAEAR1	0.1728328457255884
EHBP1L1	0.1719121813123855
MAP3K19	0.17188714901924473
KCNH3	0.1716085705010902
GATAD2A	0.17099123762413765
SLIT1	0.1709540455715671
ARL4D	0.17086594885607911
NDUFB8	0.17032295650289475
DRC1	0.17025735099916198
PURG	0.1701321209338447
PALS2	0.1698717260220974
GSDME	0.16946848379824625
WDSUB1	0.16945442442454126
SPIN2B	0.16943378352665148
MIP	0.16914209253884502
KMT2E	0.1691296456448562
LCE3C	0.16893106152071063
SLC5A11	0.16864864770143348
SPG7	0.16863583530439052
GRM1	0.1682714803163633
BNIP3L	0.1680651010304438
MTUS1	0.1679923582657202
TIMP3	0.16798636129059605
KLHL9	0.16781362666572058
RBM43	0.16745519175985304
MYBPC3	0.16733021566452036
MARCHF7	0.16732185205835212
CCNE2	0.1672492740911032
TXNL1	0.167046190246251
TSNARE1	0.16661392363914426
BCL2L14	0.16646726045597174
PACC1	0.16562273213114584
DCAF7	0.1654461304990859
ZNRD2	0.16537651747998766
FARSA	0.164954580554603
SLC24A3	0.16452668641194135
ATXN2L	0.16444119028394505
RIMS2	0.16419253015556112
TMEM150C	0.16352826277885818
MYO3A	0.16347050792005133
IL23A	0.16330528738019529
RPS26	0.1632386050027195
SIRT2	0.16321387427448844
KCNH8	0.16317010179140692
CAST	0.16302187415942737
SLC35A2	0.1629887668972588
RRAGA	0.16289736975550115
SELENBP1	0.16262598953482418
MAFA	0.16260767248995853
PSMD7	0.16256563931084053
CALCOCO2	0.16251322772988422
C1orf185	0.16197110551999008
GPN1	0.1618070853697575
KCNRG	0.16172318207126804
CSGALNACT1	0.16154496343005453
NUMB	0.1613939644429261
TBCD	0.16138870274647402
PCGF6	0.1602401151759189
GAP43	0.15944672606141208
FAM221A	0.15923764423642275
TIMM17B	0.15918519857270813
TREM2	0.15895705464806045
OTUD7A	0.1585475210356538
KIAA0753	0.15834617848412863
ANKRD11	0.15827836974377346
RBM26	0.1581471550045548
RNF19B	0.15811122750705867
PACS1	0.15791585248931453
DCK	0.15787994863318786
RNF217	0.15735705806138361
PDGFD	0.15733357745787632
SEC24C	0.15717200336676668
CDK2AP1	0.15712553940580687
PC	0.15701969197515017
NNMT	0.15692764927764402
ZNF589	0.15660653028338214
GNRH1	0.1565572318866666
INHBE	0.1564732742349283
SCG3	0.1562256357375074
