gene	log2hr	pval
FUS	0.29865831556451516	7.27702257844143e-27
IL7R	-0.3040061868900999	7.53093009468127e-27
GCNT1	0.29865831556451516	8.34385229689534e-27
ADAMTS13	0.29865831556451516	9.06212957812088e-27
ENTPD2	0.29865831556451516	1.02672513565521e-26
CD300LG	-0.3040061868900999	1.37004489416336e-26
CCN1	0.29865831556451516	1.54464797381477e-26
CCL5	0.28688114778816154	1.7344136741982e-26
ADA	0.29865831556451516	1.90622486836004e-26
CLEC7A	0.29865831556451516	1.9511127080434e-26
FOLR3	0.28688114778816154	2.02167146084944e-26
CD46	0.29865831556451516	2.9349106240466e-26
GH1	-0.3040061868900999	3.32055272085488e-26
TIMP3	0.28688114778816154	3.80333888177194e-26
TIMD4	0.29865831556451516	3.91754884282757e-26
FLT3LG	0.29865831556451516	5.20477185700328e-26
ITGAM	0.29865831556451516	5.51160029066796e-26
SLC16A1	0.28688114778816154	6.07660376287824e-26
IL5RA	0.28688114778816154	6.51432439797841e-26
ALPP	0.29865831556451516	6.8227244206771e-26
BSG	0.29865831556451516	9.43834601859915e-26
PECAM1	0.28688114778816154	1.01500837247895e-25
ANXA10	0.29865831556451516	1.04566728770885e-25
RCOR1	0.28688114778816154	1.13033045751932e-25
IQGAP2	0.28688114778816154	1.27412865214396e-25
VCAM1	0.29865831556451516	1.30739816337776e-25
GLO1	0.28688114778816154	1.39113520041572e-25
EIF4EBP1	0.28688114778816154	1.48036774746915e-25
NCAM1	-0.2863041851566411	3.11179861714637e-25
LRPAP1	0.28688114778816154	3.40635102672719e-25
CXCL5	0.28688114778816154	3.54308145807835e-25
NME3	-0.2863041851566411	3.82021482142895e-25
LAG3	0.29865831556451516	5.44210679809008e-25
NUDT5	0.28688114778816154	5.57875947501483e-25
CEACAM21	0.28688114778816154	5.64608236234191e-25
WFDC2	0.32192809488736235	6.68542991648058e-25
PTH1R	0.28688114778816154	7.07265399813604e-25
WARS	0.28688114778816154	1.0021567702289e-24
CLEC4G	0.28688114778816154	1.09520544481234e-24
XG	0.35614381022527536	1.1263883801413e-24
TNFRSF10C	0.28688114778816154	1.22205299943448e-24
RNASE3	0.27500704749986976	1.53296830376538e-24
NID1	0.28688114778816154	1.63114398490397e-24
LYPD8	0.27500704749986976	1.72237382089532e-24
NPDC1	0.29865831556451516	1.84764993080686e-24
SOST	0.29865831556451516	2.18804256195719e-24
CRTAC1	-0.2863041851566411	2.23608440819378e-24
ANPEP	0.28688114778816154	2.75711304703333e-24
CEBPB	0.27500704749986976	2.83268249002079e-24
GALNT3	0.27500704749986976	3.50710390588474e-24
LRIG1	0.27500704749986976	4.07806952397266e-24
CA12	0.28688114778816154	4.65001166498089e-24
FKBP4	0.27500704749986976	6.29575461719699e-24
PDCD5	0.27500704749986976	6.43214501708395e-24
CD276	0.28688114778816154	6.58594117354756e-24
VWC2	0.28688114778816154	1.20983265353779e-23
LPCAT2	0.27500704749986976	1.22500927514986e-23
BCAM	0.27500704749986976	1.64972847517344e-23
ABL1	0.27500704749986976	2.40467503363507e-23
CEACAM8	0.27500704749986976	2.59516947286945e-23
PRDX3	0.27500704749986976	2.63702049566734e-23
SLC39A5	0.28688114778816154	3.53755169913901e-23
SELP	0.27500704749986976	5.41235658411772e-23
EIF4G1	0.2630344058337938	9.40162833273463e-23
SEZ6L	-0.2863041851566411	9.56694282594498e-23
PRTN3	0.2630344058337938	9.6973919878004e-23
CPVL	0.2630344058337938	1.17792315246501e-22
PDCD1	0.27500704749986976	1.2710360397273e-22
CD99L2	0.27500704749986976	1.55741766642927e-22
TCL1A	0.2630344058337938	1.64613600102545e-22
IL1R1	0.27500704749986976	1.87682785850776e-22
NELL1	-0.2688167584278	1.96838979730982e-22
CDKN1A	0.2630344058337938	2.11682904595108e-22
AGR2	0.27500704749986976	3.30180041763485e-22
CCL14	0.27500704749986976	3.33992199283779e-22
RBP2	0.27500704749986976	7.23225030833791e-22
ERP44	0.2630344058337938	7.82201273025897e-22
DBI	0.2630344058337938	7.93796699643239e-22
AZU1	0.2630344058337938	8.7448587278327e-22
DPP10	0.2630344058337938	9.2292382973005e-22
TNFRSF13C	0.2630344058337938	9.57712247198962e-22
CXCL17	0.29865831556451516	1.0407690637727e-21
PDGFC	0.2630344058337938	1.06875181078458e-21
CRIM1	0.27500704749986976	1.27082917912147e-21
CXADR	0.2630344058337938	1.46715640885233e-21
TRIAP1	0.2630344058337938	1.75340138981481e-21
CBLIF	0.2630344058337938	1.8826194900948e-21
CHRDL1	0.29865831556451516	1.95660013286936e-21
SLC27A4	0.2630344058337938	1.99257908430827e-21
CRNN	-0.2688167584278	2.45813219304232e-21
CSF2RA	0.2630344058337938	3.58488240197242e-21
CEACAM5	0.2630344058337938	3.6091269666941e-21
CPPED1	0.2630344058337938	4.02178913118285e-21
SIGLEC5	0.2630344058337938	4.44215110727353e-21
TXNDC5	0.2630344058337938	5.18231760452985e-21
DLK1	0.2630344058337938	6.3706482843034e-21
LAP3	0.25096157353321874	8.79699378314188e-21
NFKBIE	0.25096157353321874	1.06921735576388e-20
CXCL11	0.2630344058337938	1.31041037385944e-20
HSPA1A	0.25096157353321874	1.36883879299437e-20
DKK1	0.25096157353321874	1.65414813711883e-20
TXLNA	0.25096157353321874	1.78829599907848e-20
CEP20	0.25096157353321874	2.16773323512677e-20
DCBLD2	0.2630344058337938	2.71539022016944e-20
DNMBP	0.25096157353321874	2.75717663993968e-20
SMAD5	0.2630344058337938	3.03627905760368e-20
MCAM	-0.2688167584278	3.09344431249342e-20
VCAN	-0.25153876699596445	3.11267144037756e-20
SLC39A14	-0.25153876699596445	3.1913753728626e-20
KLB	-0.25153876699596445	5.91488546355885e-20
TDRKH	0.25096157353321874	6.07887592956382e-20
CD200R1	0.25096157353321874	1.29550915887499e-19
TIGAR	0.25096157353321874	1.81510567325926e-19
RETN	0.25096157353321874	1.88115471478238e-19
PRDX6	-0.25153876699596445	2.05802547795225e-19
PSME2	0.25096157353321874	2.56073249971577e-19
HEXIM1	0.25096157353321874	2.70846321299368e-19
PROK1	0.3334237337251918	2.82126395819864e-19
TAFA5	0.25096157353321874	2.87884246008732e-19
CST6	-0.25153876699596445	4.10500451544112e-19
SCARF1	0.25096157353321874	4.48678455266672e-19
ENTPD6	0.23878685958711648	7.40873188780157e-19
ITGB7	0.23878685958711648	8.48382656608894e-19
KEL	0.25096157353321874	1.10101363175559e-18
TGFBR3	-0.25153876699596445	1.61239809318482e-18
HMOX2	0.23878685958711648	1.70331456082235e-18
NOTCH3	-0.25153876699596445	1.96013082043266e-18
BID	0.23878685958711648	2.02805537720563e-18
NDUFS6	0.23878685958711648	2.16266979577493e-18
ICAM4	-0.23446525363702297	2.29735574956725e-18
PEBP1	0.23878685958711648	2.85048113650181e-18
IGFBP6	0.28688114778816154	2.87335523004561e-18
VAT1	-0.23446525363702297	3.66358494695662e-18
ODAM	-0.23446525363702297	4.27724487927727e-18
HLA	0.23878685958711648	4.41623024290203e-18
KIRREL2	-0.23446525363702297	5.00934662088196e-18
PREB	0.23878685958711648	5.10419068073767e-18
VAMP5	0.23878685958711648	7.15045550910236e-18
PLIN3	0.23878685958711648	8.23867617719301e-18
COX5B	0.23878685958711648	8.25650969083399e-18
PDCD1LG2	0.23878685958711648	9.39734528396229e-18
PSME1	0.23878685958711648	1.01612323381917e-17
ENTPD5	-0.23446525363702297	1.04499771970822e-17
SMAD1	0.23878685958711648	1.09093538141325e-17
LGALS3	0.25096157353321874	1.23205175370687e-17
HPGDS	-0.23446525363702297	1.24059301586954e-17
DNER	-0.23446525363702297	1.27959574504947e-17
FGF19	-0.23446525363702297	1.47258189397108e-17
CD2AP	0.23878685958711648	1.64379933006693e-17
BPIFB1	-0.23446525363702297	2.07902646470294e-17
GNLY	0.22650852980867975	2.39215471383093e-17
CCL13	0.23878685958711648	2.70958966468556e-17
IPCEF1	0.22650852980867975	2.92312164880658e-17
JAM2	0.23878685958711648	3.48737076019272e-17
CC2D1A	0.22650852980867975	3.90430690989121e-17
NCF2	0.22650852980867975	4.43972463043329e-17
LTBR	0.23878685958711648	5.16355689419718e-17
LRRN1	-0.23446525363702297	5.95246788564443e-17
NOTCH1	0.22650852980867975	6.39458505925049e-17
HBEGF	0.22650852980867975	7.26512293320348e-17
SRPK2	0.22650852980867975	7.84844939277831e-17
FCRL6	0.22650852980867975	8.86917148493907e-17
LAMP3	0.23878685958711648	1.09718530070887e-16
CEACAM1	0.22650852980867975	1.35851087261007e-16
ICAM3	0.22650852980867975	1.42320758340502e-16
PQBP1	0.22650852980867975	1.44123623025622e-16
LAT	0.22650852980867975	1.52322634222797e-16
PCDH1	0.23878685958711648	1.63134335894333e-16
PSRC1	0.22650852980867975	2.1454375747834e-16
ENPP5	-0.23446525363702297	2.5844356028805e-16
CCL11	0.23878685958711648	3.6970152750474e-16
AXL	0.22650852980867975	5.14117379974865e-16
LAMA4	0.22650852980867975	6.70822831806373e-16
BST1	0.22650852980867975	7.81888714432087e-16
DEFA1_DEFA1B	0.22650852980867975	8.66970342412e-16
CCL25	0.22650852980867975	8.88406795133502e-16
VSIR	0.22650852980867975	9.09404608901823e-16
LAIR2	0.22650852980867975	9.29380132305825e-16
IL15	0.21412480535284734	1.20379903403031e-15
PTPRN2	-0.21759143507262677	1.43298072001737e-15
PDGFRA	0.22650852980867975	1.58272790703619e-15
STX8	0.21412480535284734	1.79426120943902e-15
ROBO2	0.22650852980867975	2.55287227288215e-15
CLPP	0.21412480535284734	2.76259382486106e-15
CD1C	-0.21759143507262677	3.24830078470842e-15
PROC	0.21412480535284734	3.32482943732058e-15
ICOSLG	-0.21759143507262677	3.37519352269747e-15
REG1A	0.22650852980867975	3.74235006341822e-15
DNAJB1	0.21412480535284734	5.09824535542754e-15
HS6ST1	0.21412480535284734	5.79554058535875e-15
MLN	0.22650852980867975	8.7883983247544e-15
ERBB3	0.21412480535284734	9.52371670723171e-15
EREG	0.21412480535284734	1.01688272640085e-14
IL4R	0.21412480535284734	1.04345288394744e-14
AGRP	0.21412480535284734	1.43941166670927e-14
NRP2	0.21412480535284734	1.49437864931988e-14
YTHDF3	0.21412480535284734	1.63184175705006e-14
WWP2	0.21412480535284734	1.891278515642e-14
DNAJA2	0.21412480535284734	2.04424967389222e-14
KLK14	-0.21759143507262677	2.22817566122701e-14
TYMP	0.21412480535284734	2.28178375409526e-14
PADI2	0.21412480535284734	2.57808302307242e-14
CLEC1B	0.2016338611696504	2.98911920440773e-14
CD207	0.21412480535284734	3.12893625921589e-14
EPHX2	0.2016338611696504	3.41343133240939e-14
IDS	-0.2009126939259964	3.63962398980634e-14
ADAMTS16	0.22650852980867975	4.10482199274238e-14
RTBDN	-0.21759143507262677	4.47530467191939e-14
LRP1	-0.21759143507262677	4.55862016886985e-14
F3	-0.21759143507262677	5.08941781145201e-14
REG1B	0.21412480535284734	5.2677498786744e-14
PTPN1	0.2016338611696504	5.95423843250946e-14
FABP9	-0.21759143507262677	6.17977264306924e-14
METAP2	0.2016338611696504	6.46693833218624e-14
F2R	0.2016338611696504	6.84277196454312e-14
SNAP29	0.2016338611696504	7.01233915477811e-14
BCL2L11	0.2016338611696504	1.36966095576575e-13
SOD1	0.2016338611696504	1.37727762273952e-13
FCGR2B	0.2016338611696504	1.50279252212755e-13
ATOX1	0.2016338611696504	1.71288922292829e-13
LILRB5	0.2016338611696504	1.85681149885103e-13
FYB1	0.2016338611696504	1.85947920555523e-13
CD33	0.2016338611696504	1.94263253976859e-13
TYRO3	0.2016338611696504	2.03805635351118e-13
PSMG3	0.2016338611696504	2.11744027400522e-13
LAT2	0.2016338611696504	2.17584431323748e-13
AMBN	-0.2009126939259964	2.1919009819959e-13
LTA	0.2016338611696504	2.69802220078173e-13
LCN2	0.2016338611696504	3.06801120697346e-13
AHCY	0.2016338611696504	3.14793730670645e-13
KLK6	-0.2009126939259964	3.6355967059309e-13
CLEC11A	0.2016338611696504	4.07509477668098e-13
CD160	0.2016338611696504	4.60403052975338e-13
CEP43	0.2016338611696504	4.99690491117094e-13
MNDA	0.2016338611696504	5.05144084856451e-13
TBC1D17	0.2016338611696504	5.48637989979343e-13
PPCDC	0.2016338611696504	5.69375819876899e-13
KDR	0.2016338611696504	6.41115672726966e-13
STK11	0.2016338611696504	6.69299834154537e-13
JUN	0.2016338611696504	7.81579918717211e-13
NID2	0.18903382439001687	8.21223504095009e-13
CX3CL1	-0.2009126939259964	8.39159381342833e-13
CD14	0.2016338611696504	9.43164944254313e-13
STIP1	0.18903382439001687	1.11598601673388e-12
WNT9A	-0.21759143507262677	1.13097983944685e-12
TARBP2	0.18903382439001687	1.29776210685008e-12
AMN	0.18903382439001687	1.3303997268956e-12
FEN1	0.18903382439001687	1.44264574979394e-12
CD58	-0.2009126939259964	1.52407152124111e-12
RNF41	0.18903382439001687	1.61032776984172e-12
DPP6	0.2016338611696504	1.63241412503001e-12
PPP3R1	0.2016338611696504	1.72978395329428e-12
CD70	0.2016338611696504	1.77088585721781e-12
APP	0.18903382439001687	2.30701171605328e-12
CCL17	0.18903382439001687	2.39443904248114e-12
IL17RA	0.18903382439001687	2.45892316375065e-12
TP53	0.18903382439001687	2.46989189770797e-12
AMFR	0.18903382439001687	3.05204760051147e-12
PPP1R9B	0.18903382439001687	3.44999204849821e-12
ATP6AP2	0.18903382439001687	3.62443845125717e-12
LGALS8	0.18903382439001687	3.80229270655483e-12
SIRPA	0.18903382439001687	3.84585096487547e-12
SOD2	0.2016338611696504	4.03959077499706e-12
NAAA	-0.18442457113742744	5.19713681448203e-12
STX6	0.18903382439001687	5.2505148492369e-12
THBD	0.2016338611696504	6.44882140231489e-12
FAM3B	0.18903382439001687	6.98094378677315e-12
PTK7	0.18903382439001687	7.42429159018723e-12
IDI2	0.18903382439001687	8.64677486779045e-12
MERTK	0.2016338611696504	1.16406092601886e-11
FUT3_FUT5	0.18903382439001687	1.25612812310279e-11
HNRNPK	0.18903382439001687	1.49497803423177e-11
IGF1R	0.18903382439001687	1.66958971972198e-11
IL17A	0.18903382439001687	1.69507337732153e-11
CDC27	0.18903382439001687	1.71530259824216e-11
USP8	0.18903382439001687	1.79249861348495e-11
CPA2	0.18903382439001687	1.89960426776154e-11
SPARC	0.17632277264046287	2.2215115493994e-11
DECR1	0.17632277264046287	2.48180997677972e-11
SORCS2	0.2016338611696504	2.6385767713785e-11
PDGFB	0.17632277264046287	2.69987175410521e-11
VEGFC	0.17632277264046287	2.87505090824262e-11
ANXA5	0.18903382439001687	3.16896927409327e-11
IFNL1	0.17632277264046287	3.53279318690883e-11
FCRL2	0.17632277264046287	3.81889577368627e-11
IL10	0.17632277264046287	4.13423800595415e-11
FCN2	0.17632277264046287	4.50067817677685e-11
NCR1	0.18903382439001687	4.54750395882488e-11
YES1	0.17632277264046287	5.796039546366e-11
DFFA	0.17632277264046287	6.32546868876206e-11
GALNT7	0.17632277264046287	6.87861477969174e-11
MMP1	0.17632277264046287	8.24200980304344e-11
NXPH1	-0.18442457113742744	8.60342301487824e-11
IL15RA	0.17632277264046287	8.91111528097502e-11
NSFL1C	0.17632277264046287	9.1124014312279e-11
PGLYRP1	0.17632277264046287	9.71945194931924e-11
EBAG9	0.17632277264046287	1.07159818103592e-10
USO1	0.17632277264046287	1.15057711747612e-10
METAP1D	0.17632277264046287	1.20628271357235e-10
DKK3	-0.18442457113742744	1.21658778829727e-10
RARRES1	0.17632277264046287	1.42804730659905e-10
HCLS1	0.17632277264046287	1.42876264978349e-10
RRM2B	0.17632277264046287	1.54763426756798e-10
IL1B	0.17632277264046287	1.71862442253215e-10
CKMT1A_CKMT1B	0.17632277264046287	1.7296506131935e-10
LYN	0.17632277264046287	2.1583918000926e-10
XRCC4	0.17632277264046287	2.25777820902292e-10
MEPE	-0.18442457113742744	2.42226916532672e-10
PPP1R12A	0.17632277264046287	2.61851003000431e-10
AKT1S1	0.17632277264046287	3.07195967401029e-10
GLRX	0.17632277264046287	3.07347695686333e-10
CAMKK1	0.17632277264046287	3.14810351905218e-10
RILP	0.17632277264046287	4.13848741329153e-10
ROR1	-0.18442457113742744	4.14095776140176e-10
TXNDC15	0.17632277264046287	4.52580900723674e-10
MSTN	0.18903382439001687	4.86992785607956e-10
FLI1	0.16349873228287956	4.89469534971977e-10
CXCL12	-0.16812275880832692	5.02199218214435e-10
EPHB4	0.17632277264046287	5.14981055544046e-10
NUDC	0.16349873228287956	5.30338054030701e-10
DNPH1	0.17632277264046287	5.57201537699544e-10
CPXM1	0.16349873228287956	5.67622578996537e-10
TNC	-0.16812275880832692	6.42719910798224e-10
ILKAP	0.16349873228287956	7.16718050980228e-10
CELA3A	-0.16812275880832692	7.57332106292426e-10
CA3	0.17632277264046287	7.64506114598253e-10
SCGB1A1	-0.16812275880832692	9.23769719658408e-10
NCS1	0.18903382439001687	9.6535521183576e-10
CASP1	0.16349873228287956	1.0548358092886e-09
CEP85	0.16349873228287956	1.06068382919413e-09
GPC5	-0.16812275880832692	1.06208552988287e-09
CXCL9	0.18903382439001687	1.17004069299018e-09
MIF	0.16349873228287956	1.17063355520343e-09
CIAPIN1	0.16349873228287956	1.25295532253138e-09
PLXNB3	0.16349873228287956	1.39656053878583e-09
VPS37A	0.16349873228287956	1.7844324005594e-09
MIA	-0.16812275880832692	1.80176240140957e-09
COMT	0.16349873228287956	1.82389188477051e-09
CDH6	0.16349873228287956	2.28072361551837e-09
IL3RA	0.16349873228287956	2.73274724999014e-09
PARK7	0.16349873228287956	2.87081870080091e-09
EGFR	-0.16812275880832692	2.98507755283765e-09
TSPAN1	0.17632277264046287	3.02291211616506e-09
L1CAM	0.16349873228287956	3.0277851824945e-09
PDGFA	0.16349873228287956	3.09010995375506e-09
ACOX1	0.16349873228287956	4.61213825872715e-09
FXN	0.16349873228287956	5.00061613274105e-09
CORO1A	0.16349873228287956	5.0325433232462e-09
BAG3	0.16349873228287956	5.42274881518713e-09
CXCL1	0.16349873228287956	5.54308248015186e-09
SPINK5	-0.16812275880832692	5.77119494448464e-09
DDX58	0.16349873228287956	5.82716051493512e-09
ING1	0.16349873228287956	6.36085713680287e-09
MMP13	-0.15200309344504995	6.3971368196595e-09
GFAP	-0.16812275880832692	6.46256384864607e-09
SEZ6L2	-0.18442457113742744	6.75666918328409e-09
VPS53	0.16349873228287956	6.96192493332259e-09
FABP2	0.16349873228287956	9.50657386466442e-09
SNAP23	0.15055967657538138	1.2458344328599e-08
CALB1	-0.15200309344504995	1.31804625367212e-08
COL1A1	-0.15200309344504995	1.403278256727e-08
CETN2	0.15055967657538138	1.41450943387104e-08
KYAT1	0.15055967657538138	1.45094174202235e-08
DPEP1	-0.15200309344504995	1.49040593856288e-08
COL9A1	-0.15200309344504995	1.50160611217106e-08
ANGPT1	0.15055967657538138	1.59150822364063e-08
BANK1	0.15055967657538138	1.61009186512268e-08
PLXNA4	0.15055967657538138	1.67276765877859e-08
CCN2	0.15055967657538138	1.67938417459221e-08
BACH1	0.15055967657538138	1.71962474674065e-08
RABGAP1L	0.15055967657538138	1.89429078504759e-08
CNST	0.15055967657538138	2.08174939436192e-08
TANK	0.15055967657538138	2.14150120851786e-08
BCR	0.15055967657538138	2.14542070546765e-08
IRAK1	0.15055967657538138	2.2111763002353e-08
CD300LF	0.15055967657538138	2.24914830098394e-08
HSPB1	0.15055967657538138	2.37193712490143e-08
TREML2	0.15055967657538138	2.41432490961115e-08
PPP1R2	0.15055967657538138	2.96576646586382e-08
LAYN	0.16349873228287956	3.59069528927827e-08
CCL26	0.15055967657538138	3.8747132765594e-08
SLITRK6	-0.15200309344504995	4.08192716362511e-08
HS3ST3B1	0.15055967657538138	4.09449886104932e-08
SKAP2	0.15055967657538138	4.42693501128136e-08
S100A12	0.15055967657538138	4.75180970648556e-08
CCL8	0.15055967657538138	4.82434982653772e-08
CLIP2	0.15055967657538138	4.95378506419956e-08
PRKAB1	0.15055967657538138	4.96301758061913e-08
ACTA2	0.17632277264046287	5.01347901616039e-08
KIFBP	0.15055967657538138	6.00217955489334e-08
SIRT2	0.15055967657538138	6.05899588664462e-08
DRAXIN	0.15055967657538138	6.27920712579082e-08
SNX9	0.15055967657538138	6.52256004277079e-08
RWDD1	0.15055967657538138	6.52329923715679e-08
APOH	0.15055967657538138	7.26406074761024e-08
PAK4	0.15055967657538138	7.64474886827977e-08
TNFSF11	-0.15200309344504995	1.05081828484452e-07
HBQ1	-0.15200309344504995	1.06388446984231e-07
EIF4B	0.15055967657538138	1.06966404523865e-07
GFRA3	-0.15200309344504995	1.1007204154933e-07
TINAGL1	0.15055967657538138	1.1393940045491e-07
MPHOSPH8	0.13750352374993502	1.23732078975411e-07
CA2	0.15055967657538138	1.30139235856876e-07
CASP10	0.13750352374993502	1.34951174448134e-07
MDGA1	0.15055967657538138	1.37398439198652e-07
LACTB2	0.13750352374993502	1.45566409487787e-07
CNTN2	0.15055967657538138	1.53962859468807e-07
CNTN4	0.15055967657538138	1.60282730147989e-07
ATP5IF1	0.13750352374993502	1.6283555718829e-07
ANXA3	0.13750352374993502	1.71191364287175e-07
CD177	0.13750352374993502	1.79567962051775e-07
INPPL1	0.13750352374993502	1.79768590441838e-07
MAX	0.13750352374993502	1.81527335155706e-07
MSRA	0.13750352374993502	1.92614594784105e-07
TFPI	0.15055967657538138	1.97849852973558e-07
SCG2	0.13750352374993502	2.71901939838612e-07
ESAM	0.15055967657538138	3.25678252962607e-07
SAMD9L	0.13750352374993502	3.50845956053313e-07
PADI4	0.13750352374993502	3.81634006874425e-07
FLT3	-0.13606154957602837	3.90579031804415e-07
ARHGEF12	0.13750352374993502	3.97839800646732e-07
GLOD4	0.13750352374993502	4.55339709382683e-07
DKKL1	-0.13606154957602837	4.76213615837273e-07
HARS1	0.13750352374993502	5.38115909118493e-07
ERBIN	0.13750352374993502	5.87378714375157e-07
MEP1B	0.13750352374993502	6.35551494495346e-07
XPNPEP2	-0.13606154957602837	6.65655590890675e-07
FAP	0.13750352374993502	6.7643315261237e-07
BAX	0.13750352374993502	6.9213893676615e-07
DAB2	0.13750352374993502	6.95074490459007e-07
MEGF10	-0.13606154957602837	6.96173266425774e-07
AXIN1	0.13750352374993502	7.00500319192905e-07
TBC1D5	0.13750352374993502	7.66763682163956e-07
WFDC12	0.15055967657538138	7.7765092314533e-07
SEMA4D	0.13750352374993502	8.55394955984274e-07
TPSAB1	0.13750352374993502	9.21027004788479e-07
AHSP	0.13750352374993502	9.55878048541011e-07
VEGFD	-0.13606154957602837	1.05685608168361e-06
DCTN1	0.13750352374993502	1.06072152899848e-06
IKBKG	0.13750352374993502	1.11120064546078e-06
HTRA2	0.13750352374993502	1.19061168256868e-06
CD69	0.13750352374993502	1.3124959313579e-06
CASP2	0.13750352374993502	1.32090444904821e-06
CLTA	0.13750352374993502	1.34297320286981e-06
MPI	0.13750352374993502	1.56964374625064e-06
CNPY4	0.13750352374993502	1.62000186115665e-06
EGF	0.12432813500220177	1.62900111757318e-06
TIA1	0.12432813500220177	1.90124833258005e-06
C2CD2L	0.12432813500220177	2.04255385084586e-06
FCRL3	0.12432813500220177	2.09684395262227e-06
MAPK9	0.12432813500220177	2.37732038515158e-06
RGMA	-0.13606154957602837	2.43529786898993e-06
DOK2	0.12432813500220177	2.54158678228692e-06
MCFD2	0.12432813500220177	2.57244032469819e-06
CCT5	0.12432813500220177	2.6831565411403e-06
CLPS	-0.13606154957602837	2.83737595393193e-06
STX16	0.12432813500220177	2.85837899944667e-06
CRACR2A	0.12432813500220177	2.97503149188618e-06
TNNI3	0.12432813500220177	3.04106034881247e-06
IL1RL2	0.13750352374993502	3.20334204578405e-06
STAMBP	0.12432813500220177	3.22331507212367e-06
NUDT2	-0.12029423371771177	3.61072111793055e-06
IL32	-0.13606154957602837	3.73124682721368e-06
AARSD1	0.12432813500220177	3.99576405132031e-06
AIF1	0.12432813500220177	4.2714536768913e-06
CLEC10A	0.12432813500220177	4.31711887189361e-06
UXS1	0.12432813500220177	4.46730731717839e-06
ICAM2	0.12432813500220177	4.71277353832224e-06
PDCD6	0.12432813500220177	4.79763949312677e-06
REG3A	0.12432813500220177	4.84934479597481e-06
HGS	0.12432813500220177	6.24471490491019e-06
BLVRB	0.12432813500220177	6.73803103444234e-06
MESD	0.12432813500220177	6.97236283886319e-06
BAMBI	0.12432813500220177	7.31284957001033e-06
FUT8	0.12432813500220177	7.67051222772853e-06
LYPD3	0.12432813500220177	7.6825131054487e-06
TRIM5	0.12432813500220177	7.88037307174512e-06
ZBTB16	0.12432813500220177	8.83576090384101e-06
IRAG2	0.12432813500220177	8.840705607976e-06
GP1BA	-0.12029423371771177	9.20845313213749e-06
MMP3	-0.15200309344504995	9.26011826463089e-06
MYOC	-0.12029423371771177	9.71180614248475e-06
S100A4	0.12432813500220177	9.98935394570586e-06
VASH1	0.12432813500220177	1.04213663397239e-05
PDLIM7	0.12432813500220177	1.1837214394836e-05
PPIB	0.12432813500220177	1.36483540703948e-05
KRT5	-0.12029423371771177	1.38498956909118e-05
DCTN6	0.12432813500220177	1.41965487198355e-05
PRKAR1A	0.12432813500220177	1.42885843939786e-05
PLAU	0.12432813500220177	1.53780223505931e-05
CERT	0.12432813500220177	1.58288301497659e-05
LHPP	0.12432813500220177	1.6065545823276e-05
ARHGAP1	-0.12029423371771177	1.67903263726389e-05
COL4A1	-0.12029423371771177	1.8593738710247e-05
CRTAM	0.12432813500220177	1.94260581273665e-05
BMP4	0.12432813500220177	2.07428292811395e-05
GNE	0.11103131238874395	2.14299019257634e-05
IRAK4	0.11103131238874395	2.14363950878384e-05
PPY	0.12432813500220177	2.17524103742853e-05
STK24	0.11103131238874395	2.26171522640912e-05
IL10RA	0.11103131238874395	2.28146836937039e-05
MITD1	0.11103131238874395	2.29007872446625e-05
MYO9B	0.11103131238874395	2.3080333793203e-05
AKR1B1	0.11103131238874395	2.41144239407554e-05
MANF	0.11103131238874395	2.57776394779921e-05
FIS1	0.11103131238874395	2.79098639925358e-05
SMPDL3A	-0.12029423371771177	3.02993587415981e-05
CLEC14A	0.12432813500220177	3.08922286655532e-05
BAG6	0.11103131238874395	3.11647644228408e-05
KLK1	-0.12029423371771177	3.12083250279687e-05
TBC1D23	0.11103131238874395	3.33033583280387e-05
CD40LG	0.11103131238874395	3.69475441017813e-05
NUB1	0.11103131238874395	3.81069825431135e-05
ENO1	0.11103131238874395	4.01930760962177e-05
CD99	0.13750352374993502	4.11184976113513e-05
IFNG	0.11103131238874395	4.1459588290167e-05
ARHGAP25	0.11103131238874395	4.15228175219446e-05
NCK2	0.11103131238874395	4.54424074008586e-05
TRIM21	0.11103131238874395	4.66857586214142e-05
PFKFB2	0.11103131238874395	4.84837750838809e-05
WASF1	0.11103131238874395	4.90006253582711e-05
TJAP1	0.11103131238874395	5.02462019436152e-05
HPCAL1	0.11103131238874395	5.67227625527773e-05
PDGFRB	0.11103131238874395	6.07127810584224e-05
SERPINB1	0.11103131238874395	6.10172317932811e-05
PLA2G10	-0.12029423371771177	6.11543019220015e-05
GP2	-0.12029423371771177	6.32871472075974e-05
ATP6V1F	0.11103131238874395	6.50961495753915e-05
KLK8	0.11103131238874395	7.02464422933159e-05
TNFSF10	-0.10469737866669324	8.01466110706818e-05
ANKRD54	0.11103131238874395	8.35738720647276e-05
TNFRSF8	0.11103131238874395	8.8312751158484e-05
SCP2	0.11103131238874395	8.83951432797693e-05
GOPC	0.11103131238874395	9.02456889960573e-05
AK1	0.11103131238874395	9.27131372175389e-05
MRPL46	0.11103131238874395	9.76982209943305e-05
SUSD1	0.11103131238874395	9.94121462813824e-05
RP2	0.11103131238874395	0.000100764040868345
CCL2	0.11103131238874395	0.000105072499984026
FXYD5	0.11103131238874395	0.000111144348886565
TNFRSF21	0.11103131238874395	0.00011746836836632
CHAC2	0.11103131238874395	0.000117605977381462
