gene	log2fc	pval
CDIPT	0.07581300552881665	0.028675692036343084
TMEM178B	-0.37600136469172796	0.028724493821459102
AGPAT1	-0.1521058027769442	0.02873330526496497
SLC44A3	0.24971249992606026	0.028752657192004295
GFI1	0.37189431106390725	0.028752803438557652
RP3-496C20.1	-0.20310965253383184	0.028781560031088803
MICU2	-0.08273106279448506	0.02878432367290185
SERTAD2	0.19965988257204792	0.028785450799604363
PROSC	0.06330440378446767	0.028822920018004988
ZFP82	-0.2853746451309558	0.028854097096065425
TNFRSF10D	0.27372190114286354	0.028873845492908584
STRN3	0.18247106273182823	0.02892464459075713
MFAP3	0.07089520186716847	0.02892691890716331
RP11-468E2.5	-0.21595318998308244	0.02904736244756555
SLC7A8	-0.4380984753853383	0.02905612965002422
NRIP3	0.26140643849373646	0.02914074592407904
UQCRQ	-0.15948007620300508	0.029147097778123233
STRAP	-0.07524725159775159	0.02916373936143512
HMP19	-0.6184699069505033	0.029216612185470222
TCHH	-0.4104161818201737	0.029253249300565966
CUEDC2	-0.11434443636591318	0.029324679405179133
ZNF286A	0.13382493181578603	0.029350628226427797
AKAP9	-0.14019796232894777	0.02935572136961999
JMJD1C-AS1	-0.2572612319003751	0.029366988925744658
FAM189A2	0.30982841476315937	0.02941879849184872
PAXIP1OS	0.18331312011528755	0.029434406500110442
SIPA1L3	0.14581452832205066	0.02944387751060016
CIDEC	-0.19030736030325368	0.0295445686136416
SLC38A10	-0.19190567338596587	0.029593104438925388
FMN2	-0.4477546212556369	0.029609467185855963
SNX7	0.1416933707449921	0.029610925041459134
TTC18	-0.2612133791911031	0.02961907898579755
DPM3	-0.23236188068295682	0.029645158334182332
CDK5	-0.15978574637217946	0.029645431619451077
ARL4A	-0.16984674340977435	0.029648940268619396
NMNAT1	-0.12436026288471247	0.02965224851764818
GNPTG	-0.12284103150000192	0.029653049635722628
CLEC4E	0.49320840405137645	0.029654926740932938
FGF12	-0.3015859356698005	0.029658971129810537
PAPD5	0.10754027666040322	0.029697719903137753
FABP4	-0.5692309508490014	0.02972395214678588
AVEN	0.20748090829072474	0.02974819433999586
LINC-PINT	-0.17592105275375758	0.02976192663246889
MSRB2	-0.23355489500313276	0.029764669628698406
TLE2	-0.24769681149060396	0.029766382149570364
HSPBAP1	0.16762462242419218	0.02984952616260721
WDSUB1	-0.14393017622368198	0.029862276909707663
MSRB1	0.1512926687850893	0.029903240379939505
ZHX1	-0.1343620369360945	0.029932938454267487
NXN	0.23601227501754352	0.029948160480441816
CCDC126	0.15169201634398455	0.02996209713780131
CXCL12	0.649863761611531	0.03004353730063922
SLC15A1	0.4425982611885928	0.03006809935356835
FAM120B	-0.12275154856641457	0.030083869392130504
ACAT1	-0.18523971709899278	0.030140814977650164
AP1G1	0.04421721897243458	0.030143481278529925
KCNC1	-0.7190211936798265	0.03015022998363649
TRIM3	-0.18902803508771715	0.030153821199297926
ARHGEF18	0.14847111130953117	0.0301796872299845
SRCIN1	-0.4103471339223068	0.03018148727331152
EBF3	0.36616475976315765	0.030208659531350223
VPS37B	0.21813675570613533	0.03022917650622739
ASNSD1	-0.09057205585212813	0.03023458067789342
SNRPD2	-0.10963790886591696	0.03025882504294473
EIF2AK3	0.16369940345175493	0.030263699249476507
RAB3IP	-0.23369109878696825	0.030267757305508677
SIM1	-0.35670930078696905	0.03027063136617642
SMIM15	0.1104645327506315	0.030277329798417178
MTG1	-0.15865056398684274	0.030309866434103213
PPIL2	0.09740691046115302	0.03032261307287906
SEMA4D	0.141349611392231	0.03045305606065614
RAB27A	0.1274096432393499	0.030477061060623197
AUTS2	0.18311304658207916	0.03049107207271688
SMOC1	-0.38117638070614035	0.030514483683543904
MAMDC2	-0.5660871944066432	0.03051938506314242
SYT11	-0.45244989063972163	0.03056821612528382
C19orf53	-0.14754268817042693	0.030580499542067905
TOB2	0.1292742458834546	0.030632670195478093
MTMR3	-0.09335723630012183	0.030644889685370533
UBXN10	-0.37593079138032603	0.0307076833369596
NIPA1	-0.12871302762530412	0.030729427178003477
MUC13	-0.33852800592606336	0.030760415815564515
EGOT	0.4490316793590239	0.03080674515710495
CFL2	0.1241705563596458	0.030813676488223904
KCNJ15	0.31950405399999937	0.03083713061491545
ZNF385C	0.23860764357957365	0.03084105015329064
ZNF195	0.12294274375376091	0.030887050212732046
MED28	0.10529320370927842	0.030921000336775438
DECR2	-0.19338706157268426	0.030931447365420292
WDR61	-0.08899970406015001	0.03094191343091522
NKX2-3	-0.5602260073182999	0.030951441965768326
TSPY26P	-0.3854920431748141	0.030967084957821786
CD276	0.1275552531140356	0.030968207573487012
AC083843.1	0.3100151635946098	0.030976909259420416
FAM219A	-0.1284790509649163	0.031013611603943024
MAP3K7CL	-0.22429306459648668	0.0310467983790636
PLCE1	-0.4832371725802016	0.0310544180980221
PAICS	-0.12442378243421004	0.03105623040787046
ERC2	0.18886639242480996	0.031066147061282978
H6PD	0.33289653217355486	0.0310682931025614
EPOR	-0.233662128876567	0.03107918759817326
STOM	0.1753774004949893	0.03108649904280502
RP11-305K5.1	-0.2315256292468657	0.031098676640628466
ZBTB42	0.20251721407706924	0.03110718897107665
FBXL3	0.11504003495363335	0.03112154172495938
CTDSPL2	0.14475418837092668	0.031143184142756714
HNRNPLL	0.10008738546741824	0.03118345205040371
NEU1	-0.1620843663471181	0.03125735157106569
LINC01278	-0.12871952496553618	0.031260099462993546
LRTOMT	-0.21418205014285796	0.03127072210891407
PP12719	-0.25753979684962314	0.031275652153908255
CTD-2269F5.1	-0.12226863744799488	0.03128569444231592
C1orf216	-0.14833268113283182	0.03131720404130818
HSF4	-0.16272641893295514	0.03132055639265071
SHOX2	0.6434920026804507	0.031338556983778965
RTN4	-0.040709196033832384	0.03138534411161476
MFSD3	-0.1499038051071402	0.031415006397496774
PIK3R2	-0.14092884583959808	0.031423857573743684
DDX31	-0.18135315442418687	0.03143785893528085
PERM1	0.125873880427946	0.03144738956899304
PEX5L	-0.4340166359072697	0.03149683251574969
TMEM41A	0.13994991307644078	0.031521824793061405
C20orf194	0.12187642458584236	0.031529029279666006
PMS1	-0.11726249808083011	0.03155420874082997
PLD2	0.14675279379636397	0.03156152622939242
DSE	0.25598026203508617	0.03157852576350506
SLC35E1	0.12558524037594054	0.031589650714997614
CDH6	0.3636655006284446	0.031590303675374416
C18orf21	0.15243492158395533	0.031610671443360196
JAKMIP2	-0.5219144203696731	0.03163306636784828
PDE4DIP	-0.427257387231208	0.03163942070918891
NPTX2	-0.21340390624060035	0.03164495889160096
OGDH	-0.14543483744048036	0.03172773716653244
CYYR1	-0.5960927333891011	0.03173453082393769
SACM1L	-0.0922343834461099	0.03173878100911909
ARHGAP5-AS1	-0.1821113633082705	0.03180615189680005
HDGF	0.14021356614034808	0.03181736098562375
MEIS3P1	0.17229569958646707	0.03181805059836369
SASH1	0.1509340492098996	0.03182084270832143
SS18L2	-0.08317569757268117	0.031839643911362354
ATG16L1	0.16125248837656514	0.031859061143461535
FANCE	0.18257834091290803	0.03186272760392392
ZC3H18	0.16380806078570842	0.03186743019669561
BCL2L14	0.450421502123433	0.031895896880746774
PLEKHG1	0.4037811963176674	0.03190800026696097
DAB1	-0.5472613416572711	0.03190866430151711
MIB2	-0.23170680341353567	0.031922558082817264
PCNXL3	0.14768541458521334	0.032009003784398346
NFASC	-0.38076815470990333	0.03203640047392948
NRG2	-0.30888604300438516	0.03204041121103551
TECPR2	0.11842565985150255	0.03221680751294698
PPP1R9A	-0.1978010821854621	0.032228166261160374
FAN1	-0.1287872426228045	0.032261236606584566
ZCCHC9	0.13976111453633777	0.032270873103884795
EZR	0.09826268432957797	0.032275648761765516
MAPK12	-0.17558283588095147	0.03232060037370996
RFWD3	0.222150748706766	0.032324634191423
LRIG3	0.20763132288471198	0.03232504971894846
SLC6A14	0.6025262331854648	0.0323362780628104
SLC16A10	0.2576217166998749	0.03235345834459618
RWDD3	0.11849109026315574	0.03235465369988151
C21orf58	-0.5006612065870941	0.03235502399686849
NUDT3	-0.10752441489974629	0.03236155051591446
SNX27	-0.07463270349874485	0.03237248015505455
LOC101060264	-0.28883100652004856	0.032411988799419346
LOC440934	-0.45259455605200216	0.032421311069217286
CREB3L1	0.17509870886654433	0.03242940668071539
WFDC2	0.4920634672550097	0.032438550402255205
KIF1C	0.15844523505701602	0.03245908092266887
TLL2	-0.36671668783207956	0.032499480556350546
FUT8	0.24068273231014992	0.032499868198302036
SLC36A4	-0.20488486565162667	0.03251996131699675
SNTG2	-0.35129681191979856	0.03253231845514069
APOBEC2	-0.33333260202193316	0.032537169092861064
CCDC113	-0.11423186006829056	0.032555935770107486
MCTS1	-0.11870812901002736	0.03269187760676949
TDRD9	-0.4432498149818329	0.03269477927957611
SLC1A1	0.28174946882518803	0.0328299742785751
THOC1	0.12385764659523524	0.03283211370699377
CYSTM1	-0.055239274135340466	0.03288983659992657
NUP153	0.14326230821679253	0.03289054010612605
EML6	-0.3533598563646594	0.032893138239165794
CTC-338M12.4	-0.1630578052286964	0.03289454520834362
CCDC153	-0.21827576164724416	0.03293264870730994
IFNGR2	0.1674013445557616	0.032953358847710904
ZC3HAV1	0.13236870352881702	0.032957221265203174
ZCCHC14	0.14222656325187977	0.0329712136471307
TADA3	-0.14075924677193008	0.03302405251860529
UBE2Q2L	-0.2606639200300753	0.033044496376506596
LOC100506603	-0.21427235778633769	0.03305305644404643
TMEM135	-0.1675285880451174	0.0330606077369437
PAM	-0.21173454902881872	0.03306091266268826
HSD17B7	-0.1300001973590188	0.03307504777572567
LINC01315	-0.27946351283834225	0.03311415682965234
SLC35F3	-0.35359546803947417	0.03317278296941495
PHACTR2	-0.1407450360175453	0.033201804469690815
AC005498.3	-0.30524922862782056	0.0332313014826106
FAM83B	0.24589130005012017	0.03326705430328849
NR4A1	-0.1497630781629109	0.03327504638641464
PEX3	-0.1256803705106524	0.03328107301592347
KLF2	0.25773271402067444	0.033289825610616885
ZRSR2	-0.15016123769298062	0.0333022499984014
MAPK8	0.09108938246866849	0.03330710222569373
MAP3K3	0.15667308270237967	0.033346110947019676
KEAP1	-0.1457536698007491	0.03334677177265594
ZNF688	-0.14650491607205574	0.03337065658335407
LOC100652770	0.3325239881754376	0.03338030412238425
CRYGS	-0.16166639205137745	0.03340838036025296
TBC1D23	0.08713534335213424	0.033421501252092645
ZNF605	-0.19017062070676616	0.033434250515591776
IWS1	-0.09063487226817202	0.03344423883711766
ZNF671	-0.14481947622493951	0.03345839586563826
IKZF5	-0.10450104146929995	0.03350785011867254
TRIM69	0.19472273445551558	0.033519779876664504
SLC9A1	0.28810246313534016	0.03355186401243859
NME3	-0.1913569590319586	0.033624383137108756
IGF2BP2	0.21024917409148003	0.03362459006171609
NKX2-1	-0.0901053586090228	0.03369761831413992
TAF9B	-0.11046443303258435	0.03372279747003131
ZNF133	-0.14334564380388493	0.03383981579938234
ANKRD36	0.22708177652631711	0.03384164194603641
ITGA4	-0.47471737831265415	0.033865963339048476
CYR61	0.2884795191510019	0.033929170226046475
IL33	0.5396713435845868	0.03395256542552227
ABCB1	-0.27885879641291034	0.03398430653721101
PDS5B	0.1282141149561422	0.034014089613259225
XRN1	-0.08921522267544013	0.034041347738861576
ARHGAP39	0.15321658042293151	0.034059497461407136
ADPRHL2	-0.09701478879072489	0.034061402852981856
MT1M	0.3799685841691751	0.03406196748587232
CLHC1	-0.20210684505200227	0.034100750782835254
SYNGR2	0.14818118346491183	0.03415018453832191
ARHGAP33	-0.3638919990833296	0.03415198767485273
ACOT8	-0.09899202972368659	0.034159896717128706
GTF3C2	0.16496850290100262	0.03416980923681038
LOC646214	0.13419396444360387	0.03417262000042322
FAM160A1	0.32316879083207795	0.03417330983624885
FBXL17	-0.1434345593608981	0.03420300058627229
NFATC2IP	0.08447492799686351	0.03420829948372233
TLK2	0.10762021668546495	0.03422199895035021
DISP1	-0.17175913845551705	0.034258218692110744
STMN2	-0.5964253019129107	0.03427038833590804
ACOT11	-0.19083708333395855	0.034279058769166953
RP11-362K14.7	-0.4327403794335849	0.03430338400021259
C16orf72	-0.06591548136591108	0.034334950917433014
C9orf3	-0.14210613542982387	0.034349232283793246
MINA	0.08192041692982599	0.03435852204381728
HEATR5A	0.14902893667042605	0.0343608929114916
ESYT1	-0.09428005173558418	0.03437343404216043
SLC37A3	0.11874325686591014	0.03437949875205142
PDE1C	0.4305975709260652	0.0344612648762534
SYF2	0.07918047360902314	0.03449124383376738
VWA5A	-0.1819311420989962	0.034513720435256565
COX5B	-0.11011556753759422	0.0345228496097038
NUDT11	0.18742782854323536	0.03455405834927498
BDKRB2	-0.16597105156829706	0.034578446726539036
TCERG1	0.13051638248120234	0.03458783429484704
RSRC2	-0.10548938057017843	0.03460084280692281
ALCAM	-0.12621402781954494	0.03462513725646082
ZC3H7A	-0.06946574174435582	0.03465068463133149
NDUFB5	-0.10943893393483961	0.034683294191550286
LMNB1	0.1759235336046352	0.03474398201152337
NBEA	-0.2304397439548893	0.03489652428553535
EHBP1	0.09278115756265848	0.03493602836754823
ARL15	-0.19866443616854923	0.03495809175634048
ZNF669	0.2029044922481189	0.0349761441121637
NPHS1	-0.19195404702255825	0.03499335159644973
PRSS8	0.31628977211591724	0.035005568883692724
LINC00116	-0.2088113243139098	0.03501037169065478
BCL7A	0.16454324206015336	0.035010648102678364
ZNF26	-0.14990245975437944	0.03505153951997327
UBE2D4	-0.08954319710275804	0.035056275095937804
IRAK2	0.22276857032330888	0.03516167255560393
SOX5	-0.5066539749718082	0.03517663614793174
NDUFA2	-0.16358124788972006	0.035194937099049715
SCCPDH	-0.0840246850626638	0.03519549691854757
RP11-379H18.1	-0.16724733464536357	0.03519921817832813
SLC25A53	-0.5193655917111508	0.035204420186962605
LYRM7	-0.19779844942355673	0.0352098958123857
FNDC4	0.3410286149116555	0.035220933598116226
LOC401068	0.18160259800438716	0.035230358337315
MTPAP	-0.11343418312845088	0.035286415650314325
DHRS13	-0.1687773091228113	0.035286783426977296
SEC24C	-0.11475618275250632	0.03533505252113278
TUBA1A	-0.1466281311466151	0.035385124959285676
RPUSD3	-0.22177657046366228	0.03539899251515622
PIM3	0.12957246585212978	0.03540574494654444
ZNF615	-0.15683687456077422	0.035411516655622303
DHFRL1	-0.14141338340852272	0.03547754929443481
PSMA1	-0.07921023209273059	0.03550985334063845
S100A10	0.12342750346491016	0.03551925418646709
DSP	-0.06918217548245309	0.03553142899689556
CCDC130	-0.1262849811215574	0.035566395694577334
TANGO2	-0.20368428540726313	0.035574318560065724
TMEM131	0.10423103981641368	0.0356119865979767
ZNF500	-0.14892232615789158	0.03563281888406057
DNAJC28	-0.23482077391541267	0.035645243255194456
CHN1	-0.39981950403257827	0.03570314833257658
SLC25A15	0.20150716552192804	0.03570619564150703
COPB2	-0.08405623876566537	0.03571996445693214
PTHLH	0.29223919454073144	0.03573724121583755
DYNC2H1	-0.1737116118972466	0.035746805143029
WIZ	0.12094994598496278	0.03578745632486641
DTX2P1-UPK3BP1-PMS2P11	-0.11721266449560996	0.035814723350704514
IL17RE	-0.1754137167913541	0.03581885198735473
SH2D3C	-0.31791827990726773	0.03583337007337866
ANAPC4	-0.0802863017794504	0.035842600989346815
TIMM8B	-0.11002474762531023	0.03587450592131041
SPATA5L1	0.14369520627631616	0.035877907473111245
TBCD	-0.11142306310464178	0.03588837133952367
SUCLG2	0.16259873368295352	0.03590211115101175
ZSCAN26	-0.1720828820488709	0.03591431952949128
ATP6V0D1	-0.13453678129073054	0.03591446077379166
RSBN1L	-0.10295453618232742	0.03596882157144222
PFDN5	-0.0986396211340761	0.035975301716680876
UGT2A3	0.3690300583101509	0.03599409696104201
FSD1L	0.19869111201504097	0.03607417917109516
FAM217B	-0.13870656080263544	0.03608670356805012
SLX4IP	-0.1546498470125286	0.03609863680698522
BOLA1	-0.16334278559211057	0.03612002357791306
NUP37	0.10424139556704048	0.03614898125679707
PEG3-AS1	-0.41606470090288106	0.03617612620409603
FHL2	0.259565577573305	0.036189670720358134
PHF7	-0.15653846078821942	0.03623169607451242
TSPYL4	-0.15871989651628837	0.03623487138161041
WRB	0.19553953038220584	0.0362368873186492
D2HGDH	-0.19198825311904688	0.03624701788895083
ZNF431	0.152258438871554	0.03625843291117605
CLEC16A	0.13533870909586554	0.03627840233949624
TUBGCP5	-0.159687225686719	0.03629329017930848
TRIM45	0.24521843701064938	0.036296255885197456
TMBIM6	0.060660060106513924	0.03630573312952978
PGBD4	-0.1952454298464925	0.0363982340502435
ZBED8	-0.3136417171484984	0.036416947417974084
HEIH	-0.12982199538470773	0.036462641885188364
TUBG1	-0.17606966439536542	0.03649220113730327
CLDN10	0.3076476897224296	0.03649858565487559
TMEM43	0.10165202382832561	0.03654177161892788
RMDN1	-0.131878804122179	0.03656546300511036
THOC7	0.09486165822682047	0.036612802057656296
C5orf46	0.38545674460714086	0.03664074415352962
VAPB	-0.18810468514411305	0.03664294980582476
CCL7	0.6177206834999991	0.03667174466319106
ING2	-0.14724725015226348	0.03671762823994271
N4BP1	0.12998325575939695	0.03673690536248756
DNAJC21	0.1118324531065138	0.03680798615933505
MPZL3	0.14553001209899286	0.036816347144819454
GS1-164F24.1	-0.13006604903383678	0.036839403846336896
OXSR1	0.12016324269423961	0.03684009541478933
PAN2	-0.21630306303571523	0.036861142423418376
AK5	-0.2937767027236866	0.03686509833482555
SMIM13	-0.10257633044486525	0.036896407761787604
TLE3	0.190517331058901	0.036900286052460464
C11orf49	-0.1409484209010028	0.036904570540180495
CBX7	-0.2506078128402258	0.03690542850778642
TIGD4	-0.35577830937155763	0.036911071644679626
KRT23	0.42071761352255876	0.03694681618138173
CPM	0.3923083915488732	0.03696298705854458
NALCN	-0.35699639820739826	0.03696800677216325
C1orf56	-0.20157791272493775	0.036974709929552166
NUP133	-0.11729130814536326	0.03699386181332244
ZNF23	-0.11065699384022842	0.03702648452123384
AP2M1	-0.1070406698421067	0.03704143834078669
GRIN2A	-0.4653255227907298	0.0370534042873438
TFAM	0.16573558808522293	0.03708164332051919
LRRC8E	0.3147592071058858	0.03710616517514659
PTOV1	-0.15670787456829238	0.037170444810269494
CGN	0.18739048110087353	0.03720229334147209
SYDE1	0.10017783666792024	0.03721289363541129
SEC24A	0.07445253048245704	0.03728708139080445
HADHA	-0.09645860195489142	0.03728810792779735
RNF167	-0.10340881787468525	0.037300503999784275
FAM102A	0.18984669270049537	0.03734216933468725
ERP44	-0.08573826535713813	0.03736432882671473
ZNF251	-0.13656059785025043	0.03736851927785088
ZP1	-0.2309871477882215	0.03736997184445265
SLC39A14	0.08053401234335844	0.03742344671034632
KHNYN	0.1728668278809522	0.037438278333342026
CEP192	0.16446543222807009	0.037466857218885895
MRPS18C	-0.13232606359586718	0.03748813755793762
HIST2H2BE	-0.18581409221804712	0.0374904384853448
WDR59	-0.12120004609648838	0.03750389883740582
TOR4A	0.2974003629906008	0.03757874936834995
PAK3	-0.3438754509642852	0.037594977298178574
FAM98C	-0.18258253732330765	0.037598249946954446
CDK10	-0.2259163684053842	0.03762225118454757
LINC00663	-0.35203204795927423	0.037649252756422065
RELT	-0.163984148575814	0.03768837676607836
SLC25A45	-0.2141792568352141	0.03770813781952331
PDGFD	0.36883878750939836	0.03772441008397004
PITPNA	-0.09042795962469086	0.03774969847745896
FGD5-AS1	0.07730780391604242	0.037774255680516323
ATP6V1B2	-0.10188107180451134	0.03787278765507374
KLHL26	-0.13220262352944712	0.0378871819273077
ZNF337	-0.12790794616353196	0.03791293184143554
CTD-2292M16.8	-0.27703323025689475	0.03792171114265321
GGT7	-0.20524333948245577	0.0379289202352917
ZNF600	-0.11823969711152493	0.03794682486624483
YIPF5	0.09810373079573864	0.03799007707936302
LOC101928403	-0.3107139276904771	0.03803562441493954
MRPL18	-0.08211187523809471	0.03808373219163306
TARDBP	0.0525129329573879	0.038107377707310944
CAPN2	0.08774864672305327	0.038120328647844266
AIM1	0.2973360541998744	0.03815728954249303
SARS	-0.11311208161653674	0.03820344778361072
RAPGEFL1	-0.1631032784805786	0.03822336804169019
TRIOBP	0.13666463485839841	0.03822711659582233
SWSAP1	-0.14892560903258278	0.03825701081708699
AC144652.1	-0.18230553313659037	0.03825835875995641
ZNF510	-0.12204871507957549	0.038268193965353366
RAB5B	0.12212601750689167	0.03837965574754576
DROSHA	-0.1021672500626547	0.038414404799778236
MARCH4	-0.44580462034085055	0.038440032999249626
LPAR4	-0.4721919689310763	0.03849652475126975
RGN	-0.23041634660902055	0.038512796853669026
RAB17	-0.2233311523577708	0.03857102091531449
VWDE	-0.4791009884692947	0.03859039106136295
CERS2	0.13796889737719198	0.0386022511064855
MSL1	-0.12228621385338734	0.03861008413652594
PRKACA	-0.11856328483959722	0.03866293804381553
GRIA2	-0.5173712510582709	0.03867606249713902
COA5	-0.14983228693170147	0.03872529353010091
MYO1E	0.20488969748684305	0.03873000452347739
DENND1B	0.16287245168421016	0.038763690103612185
ZNF526	-0.17392461470112863	0.03880594599274804
LOC389906	0.21608439821679237	0.03881228117808607
PON3	-0.3386750293314549	0.038817536435460945
C19orf40	0.12195356754950293	0.03887490239742893
SELT	-0.09989833360401335	0.03887987798168009
FAM162B	-0.35196340285338223	0.03889422929274106
DGCR6L	-0.1453734110056386	0.038939413667468975
SOD2	0.06304455416666954	0.03897576847049689
ATP13A1	-0.14437590108646603	0.03897729587083532
SGMS1	0.146857852273806	0.038997343118311927
ROBO1	-0.33218852892293427	0.03902737784923667
TPM3	0.05280971401002432	0.03903122724036793
SC5D	-0.11082845729949753	0.03903286492985676
ATP5H	-0.0763495384523818	0.039035924595420546
PSMC6	-0.07592975852757	0.03903663680101383
LOC285147	-0.3774726765557652	0.0390686298459562
TNIP2	0.15025654701691238	0.039069578042594776
VGF	-0.28295143013283663	0.03911135248167399
SERINC2	0.3059334455394698	0.03912430246701047
ZGLP1	-0.1382103527192955	0.03917894998754549
PRKDC	0.12166082926754385	0.039239878941896206
SLC25A28	-0.12457836924185983	0.03924425186898285
ZBTB34	0.11706900210401194	0.03935124982604975
ACAD10	-0.10977015449999872	0.03937418147333243
MICA	0.29858992392981776	0.03937610740986106
STX8	-0.10365317380326111	0.03939273474206962
LOC100130476	-0.4524735694592694	0.03942696278736476
CTB-12A17.3	0.039095897913533406	0.039537848824529154
HPS3	0.13164101280701956	0.03954873685104601
TNFRSF19	0.1537128341165399	0.03955100186140236
ZCRB1	-0.07478932666666438	0.03957136772530172
ABCB10	0.1552365512681675	0.03965709792681109
PRTFDC1	-0.2679975489304489	0.03970902400832806
GPLD1	-0.16687310806077882	0.039721312710666624
RELB	0.21113075041228146	0.03976680006561551
SMARCA1	-0.219847434152884	0.03979069563840195
ZMIZ1-AS1	0.2814147478916018	0.03984023476157424
GPR107	-0.07874105191729086	0.03988211517563269
MEF2A	-0.08725201346365452	0.03993161908043516
C18orf25	0.09625620442606575	0.03994506460567741
NUDT9	-0.1053632383897245	0.03997882706501113
SLC30A7	0.0893585279197957	0.04006848841801864
LOC100272217	-0.6201818058314519	0.040082011697802455
IGSF1	-0.4806480090632803	0.040105045551454215
MYO7A	-0.16880532630012457	0.040112162736091986
RAB18	0.12154337450501629	0.040161366946534605
MAPK1IP1L	0.06826623491854811	0.040186331673474365
NPY1R	0.4490240659674196	0.04019512413408732
SHQ1	0.08738777380952278	0.04029743552250725
ATP9A	-0.10031953549498951	0.040300565421548744
RP11-362K14.6	-0.21012554320676724	0.040351609450867396
LAD1	0.2611617912731816	0.0404325234530881
ADSS	0.11336458011278516	0.0404388396647201
MAP2K6	-0.2840992949523802	0.040452469935773165
SH2D3A	0.28958207098684063	0.040473567885334995
OSGIN1	-0.15176494621553616	0.04049565160339635
AMN1	-0.168723858289475	0.04050503717344619
PHGDH	0.2366450837305809	0.040510646082090804
BEX4	-0.2686194181610233	0.0405337230883476
PDHA1	-0.10266499426065145	0.04059060897224261
SMTN	0.2085466005845884	0.04067624885580868
UBE2E3	0.05228508446741387	0.040718125041428396
ZNF813	-0.216820355969924	0.040722134186628296
KLHL41	-0.6082526917343323	0.0407227780181681
C21orf2	-0.18621494696115448	0.04089226275685349
SERPINB2	0.36808189335087604	0.040927563807975714
MIER1	0.08537180964536262	0.040945174628797036
ACKR4	0.3743077964116521	0.04096022318545557
EME2	-0.19124482467418424	0.040982186982408055
TRNAU1AP	0.1592039209461138	0.04102693707411451
CENPT	-0.11582070773245601	0.041036424660460626
LOC101929988	0.21994386485589068	0.041063981622166575
LSM11	0.15014212580200414	0.041082996264319493
RNF187	-0.09889741677318575	0.04111480049988289
USP18	-0.2900138347374712	0.041207338112795935
AFG3L2	-0.11553104325188102	0.04123588061788451
PREX1	-0.40989210788094965	0.0412416516497203
HHEX	0.16281637653634462	0.041243801961434165
EXTL2	-0.2812069262650363	0.04128722445777629
EGF	0.3835096676917278	0.04129246245290075
LINC00963	0.25565986373371175	0.04130648583162648
PRPF40B	-0.12908411007456078	0.04140599917845595
INSM1	-0.4210567954235582	0.04142000088131774
ATP8A1	-0.367123866576442	0.04149728428480128
EIF4G3	-0.10069417929198465	0.04151538098260411
ZWILCH	0.13886042137405852	0.04153561485793196
EMILIN2	0.2612569980413486	0.041569069675808264
EFNB3	-0.39735119894987037	0.04157953718088598
OOEP	0.4455357077675419	0.041603525614429655
ZNF681	0.20411929004949592	0.041612872539703576
ZNF362	0.1003748829761939	0.041658338873136316
CCRL2	0.2654070962982473	0.041658638259118086
RP1-193H18.2	-0.422788230813282	0.0416709265358878
AK2	-0.11707408376566342	0.04172138360292718
PFN1	0.11577423532581932	0.04178514778929933
MLLT10	0.11194556175062687	0.0417875363295536
LDLR	0.23113868218421096	0.041841012004987715
SPATA5	0.20797052960526585	0.041879211664509225
JADE2	-0.12027503844359977	0.04194912505364974
RTBDN	-0.2292976133258131	0.041960154207091205
NDEL1	-0.10049994119361116	0.04196225574696749
TSC22D3	-0.1585534123145358	0.041995466406299156
TTC12	-0.15599973161278236	0.042007796863892735
PTPRT	-0.49143939970050354	0.04202645653289249
LRRC34	-0.41176107351127733	0.04202908565273637
RABGAP1	-0.0853055880075182	0.04203642623815552
KLF5	0.21772160883458724	0.04208522141234764
SYNCRIP	0.12688256716792168	0.04210185940390684
SLC35G1	-0.22910194528697136	0.0421052188028142
USO1	-0.06152010166666422	0.042119633428214426
GARNL3	-0.2145625225682961	0.042169609377829174
VDR	0.13731042278821626	0.04218498249588751
KIAA1244	-0.1488181982957446	0.04220229810529502
MBOAT2	-0.30504214589786827	0.04223633625547589
AKAP7	0.21915055329072075	0.04225660172461802
TMSB4Y	0.25060840778383664	0.042281568812523054
IPO5P1	-0.1446180976660374	0.042300438563014374
ATP5J	-0.05372046045739509	0.04230859109500125
KCNJ3	-0.457639611129701	0.04232119937454346
RHEB	0.09254272194235647	0.04233570549824167
OVOL2	0.13636623877506082	0.04234129928317247
PECR	-0.14767033057330714	0.0423429620229645
RP11-54K16.2	-0.0862575394924816	0.04242222237307828
SLC39A11	0.21643957186214813	0.042476926580604965
GAS6	0.2356278256572697	0.04248637884741492
ZMAT3	0.1272090292951198	0.04252639549095851
SPI1	0.1901677151679202	0.04254743047481492
PSKH1	0.09057742138533431	0.04257264668318827
NACC1	0.1203918192863398	0.04257460283998953
TMEM177	-0.148281627764411	0.04257610925925677
PDK3	-0.2971428756823311	0.042656870094078245
MCTP2	-0.17167380811340927	0.042657431923026436
CXCL1	0.3642053383602768	0.04266275713575374
ZNF623	0.18104059977694398	0.042689260980143785
ZNF785	-0.19793255184523773	0.04269768229143977
LPL	0.327651034715541	0.042725458536281805
DNAJB12	0.06814418099624397	0.04273564987504627
COX8A	-0.07278330088972851	0.042753271763039606
MAN1C1	-0.3413787969949862	0.042757597515814955
CITED4	0.20882360255137744	0.042765009398696006
ADORA2B	0.36595489304198203	0.042794210836021966
