gene,rna_lfc,rna_p,prot_lhr,prot_p,gwas_score,concordant,transcriptomic,proteomic,genomic,score
CDHR2,-0.1699721388395962,0.1739664356720761,1.0840642647884746,1.2789892807408e-280,0.0,False,0.1699721388395962,1.0840642647884746,0.0,0.6669921875
CDON,-0.3626224844849623,0.0199070555495654,0.4005379295837288,2.0868608268179702e-44,0.0,False,0.3626224844849623,0.4005379295837288,0.0,0.6666666666666665
CST3,-0.2091551809586445,0.0083197963955807,0.6690267655096307,2.12342713246574e-109,0.0,False,0.2091551809586445,0.6690267655096307,0.0,0.666015625
CA12,0.6290296124003767,0.0024702242622239,0.2868811477881615,4.65001166498089e-24,0.0,True,0.6290296124003767,0.2868811477881615,0.0,0.6658528645833333
CNTN1,-0.5248620316842167,0.0225648524004859,-0.0740005814437769,0.0095531361730629,0.0646119065587709,True,0.5248620316842167,0.0740005814437769,0.0646119065587709,0.6656901041666665
GFRA1,-0.1961542438358448,0.2807075878437588,0.722466024471091,9.07992878905968e-131,0.0,False,0.1961542438358448,0.722466024471091,0.0,0.66552734375
IL7R,0.4920847598884723,0.0267277719920725,-0.3040061868900999,7.53093009468127e-27,0.0,False,0.4920847598884723,0.3040061868900999,0.0,0.6652018229166665
CNTN3,-0.1792724815670459,0.3112344010469035,0.8155754288625726,3.2952773925319e-172,0.0,False,0.1792724815670459,0.8155754288625726,0.0,0.6643880208333333
SORD,0.2037014984022587,0.009238065791307,0.6780719051126377,1.60305377736935e-125,0.0,True,0.2037014984022587,0.6780719051126377,0.0,0.6643880208333333
TP53INP1,0.3369183595426097,9.013139175816275e-09,-0.0740005814437769,0.0028245702977231,0.7397047279155605,False,0.3369183595426097,0.0740005814437769,0.7397047279155605,0.6643880208333333
SORCS2,0.1635764479185466,0.0037648770941826,0.2016338611696504,2.6385767713785e-11,0.4471223988364078,True,0.1635764479185466,0.2016338611696504,0.4471223988364078,0.6643880208333333
NRCAM,-0.2136451169962434,0.0035397245267029,0.632268215499513,5.612031969974791e-113,0.0,False,0.2136451169962434,0.632268215499513,0.0,0.662109375
PLA2G2A,0.4267073879360872,0.1676147698035215,0.3334237337251918,5.70233158174526e-32,0.0,True,0.4267073879360872,0.3334237337251918,0.0,0.6617838541666665
LDLR,0.2311386821842109,0.0418410120049877,0.5849625007211562,2.75537805035001e-99,0.0,True,0.2311386821842109,0.5849625007211562,0.0,0.6608072916666665
SEZ6L,-0.5953117048483669,0.0208455540445707,-0.2863041851566411,9.56694282594498e-23,0.0,True,0.5953117048483669,0.2863041851566411,0.0,0.6604817708333333
MVK,-0.0433377111033825,0.453190298145844,0.7907720378619999,4.38136791472013e-170,0.05429716989498,False,0.0433377111033825,0.7907720378619999,0.05429716989498,0.6603190104166666
C1QTNF1,0.171049929343984,0.2048582634306113,0.8237493603082727,2.6111186200756802e-188,0.0,True,0.171049929343984,0.8237493603082727,0.0,0.6590169270833333
QDPR,-0.3591401692004989,0.0057580209078984,0.3785116232537298,8.612545399592499e-43,0.0,False,0.3591401692004989,0.3785116232537298,0.0,0.6585286458333333
CXCL11,0.7140101978233089,0.0223355181237639,0.2630344058337938,1.31041037385944e-20,0.0,True,0.7140101978233089,0.2630344058337938,0.0,0.658203125
NOTCH1,0.1728234773947345,0.0566279960015047,0.2265085298086797,6.39458505925049e-17,0.0478159107205562,True,0.1728234773947345,0.2265085298086797,0.0478159107205562,0.6573893229166666
FURIN,0.1637624882675439,0.2085714389856079,0.9927684307689242,6.379834159527059e-265,0.0,True,0.1637624882675439,0.9927684307689242,0.0,0.6559244791666665
MAD1L1,0.0246652580507502,0.7383678551316115,0.5945485495503542,2.06616635643847e-99,0.6025999389503026,True,0.0246652580507502,0.5945485495503542,0.6025999389503026,0.6552734375
NPDC1,-0.462084720573932,0.0049226452471647,0.2986583155645151,1.84764993080686e-24,0.0,False,0.462084720573932,0.2986583155645151,0.0,0.6551106770833333
SORT1,-0.0725071805075199,0.2132380140915538,0.3673710656485294,3.60727819488823e-40,0.5979566503264113,False,0.0725071805075199,0.3673710656485294,0.5979566503264113,0.6546223958333333
TEK,-0.2567236974580211,0.2656643254935162,0.4750848829487826,1.32372207711587e-66,0.0,False,0.2567236974580211,0.4750848829487826,0.0,0.6546223958333333
BCL2L11,0.129338135380328,0.082647633092692,0.2016338611696504,1.36966095576575e-13,0.8086149679366524,True,0.129338135380328,0.2016338611696504,0.8086149679366524,0.6546223958333333
ESM1,0.0645847126748044,0.7086980415810493,-0.4739311883324124,1.1719781737003501e-63,0.2327983166488789,False,0.0645847126748044,0.4739311883324124,0.2327983166488789,0.6539713541666665
IQGAP2,0.4844311765219284,0.002586837602895,0.2868811477881615,1.27412865214396e-25,0.0,True,0.4844311765219284,0.2868811477881615,0.0,0.65380859375
PQBP1,-0.142555622105263,0.0812154551669454,0.2265085298086797,1.44123623025622e-16,0.3359188748993285,False,0.142555622105263,0.2265085298086797,0.3359188748993285,0.6534830729166666
LPCAT2,0.5430560465357148,0.0013532173277634,0.2750070474998697,1.2250092751498601e-23,0.0,True,0.5430560465357148,0.2750070474998697,0.0,0.6533203125
CCL4,0.3630914107694227,0.0141752953713057,0.3561438102252753,4.85518435450863e-37,0.0,True,0.3630914107694227,0.3561438102252753,0.0,0.6510416666666665
SKAP1,0.2811997597988709,0.1443516639378866,0.4329594072761062,7.19864076005436e-56,0.0,True,0.2811997597988709,0.4329594072761062,0.0,0.6495768229166665
CXCL5,0.466240055773806,0.1268140663702781,0.2868811477881615,3.54308145807835e-25,0.0,True,0.466240055773806,0.2868811477881615,0.0,0.6495768229166665
CXCL6,0.3809043032230566,0.0882970857311359,0.3334237337251918,1.07138014690691e-33,0.0,True,0.3809043032230566,0.3334237337251918,0.0,0.6490885416666665
TPP1,-0.1806266397456148,0.0828138784135639,0.6599245584023783,4.6466160160267796e-125,0.0,False,0.1806266397456148,0.6599245584023783,0.0,0.6482747395833333
CXCL17,0.4172207461015045,0.0252451330453372,0.2986583155645151,1.0407690637727001e-21,0.0,True,0.4172207461015045,0.2986583155645151,0.0,0.6466471354166665
PILRA,0.2125876308941094,0.1450554897247222,0.5459683691052925,4.89828284416642e-82,0.0,True,0.2125876308941094,0.5459683691052925,0.0,0.6463216145833333
S100P,0.3853758345927343,0.3855603839620953,0.3219280948873623,1.5172153980394899e-30,0.0,True,0.3853758345927343,0.3219280948873623,0.0,0.6458333333333333
DAG1,0.2514902599874737,0.0011318870367039,0.4541758931858021,2.8084595748423402e-61,0.0,True,0.2514902599874737,0.4541758931858021,0.0,0.6451822916666665
MMP9,0.25716260070927,0.3649599657803399,0.4436066514756148,7.09272993069878e-58,0.0,True,0.25716260070927,0.4436066514756148,0.0,0.64501953125
C2,0.1583549678527589,0.290155881138352,0.8155754288625726,5.357553661995169e-184,0.0,True,0.1583549678527589,0.8155754288625726,0.0,0.6448567708333333
LGALS4,0.143949830595238,0.378959929496302,1.0496307677246004,7.418210622605379e-288,0.0,True,0.143949830595238,1.0496307677246004,0.0,0.6442057291666665
DSG2,0.280462965513788,0.0001274873285431,-0.4150374992788438,3.63021841096076e-50,0.0,False,0.280462965513788,0.4150374992788438,0.0,0.6437174479166665
REG4,0.2777155445375934,0.367458591224567,0.4222330006830478,1.23280043284853e-47,0.0,True,0.2777155445375934,0.4222330006830478,0.0,0.6433919270833333
TGFB1,-0.0504729624780742,0.6774346986821181,0.5058909297299573,1.03536638261862e-74,0.2263349368196535,False,0.0504729624780742,0.5058909297299573,0.2263349368196535,0.6412760416666666
AGR3,-0.1864220178577689,0.5204287737300414,0.5849625007211562,2.35563770718805e-100,0.0,False,0.1864220178577689,0.5849625007211562,0.0,0.6389973958333333
IL1R1,0.4434815968659187,2.6002922958495025e-08,0.2750070474998697,1.8768278585077599e-22,0.0,True,0.4434815968659187,0.2750070474998697,0.0,0.6389973958333333
RASSF2,0.3645112383978723,0.0064319452944481,0.3103401206121505,2.75181111194168e-30,0.0,True,0.3645112383978723,0.3103401206121505,0.0,0.63623046875
DNER,-0.5743983931372156,0.0023391276954862,-0.2344652536370229,1.27959574504947e-17,0.0,True,0.5743983931372156,0.2344652536370229,0.0,0.6360677083333333
SPINT1,0.2592613194360904,0.0066620633418099,0.4114262457264649,1.33523361138769e-50,0.0,True,0.2592613194360904,0.4114262457264649,0.0,0.6350911458333333
CCL21,0.1718716285325818,0.2818651612820478,0.5945485495503542,1.19632945904668e-100,0.0,True,0.1718716285325818,0.5945485495503542,0.0,0.63330078125
VCAM1,0.3715678530576429,0.0071635280322772,0.2986583155645151,1.3073981633777601e-25,0.0,True,0.3715678530576429,0.2986583155645151,0.0,0.6329752604166665
DPT,-0.179412497802005,0.3767889664011055,0.5753123306874368,4.94684281614504e-81,0.0,False,0.179412497802005,0.5753123306874368,0.0,0.6328125
ITGAM,0.3707286040075219,0.072480773294382,0.2986583155645151,5.51160029066796e-26,0.0,True,0.3707286040075219,0.2986583155645151,0.0,0.6326497395833333
CST6,0.1298330608796991,0.213504349698703,-0.2515387669959644,4.10500451544112e-19,0.0440352583925585,False,0.1298330608796991,0.2515387669959644,0.0440352583925585,0.6318359375
PTPRM,0.0530769222994962,0.3735131299412383,0.4005379295837288,5.868485881489741e-47,0.4524894198062902,True,0.0530769222994962,0.4005379295837288,0.4524894198062902,0.6306966145833333
PAG1,0.1915833910845865,0.0707669504623074,0.5260688116675876,6.816039532319449e-83,0.0,True,0.1915833910845865,0.5260688116675876,0.0,0.6300455729166665
CRELD2,-0.3204699507894695,0.0002534792909945,0.3334237337251918,1.7648466996768701e-32,0.0,False,0.3204699507894695,0.3334237337251918,0.0,0.6295572916666666
COMT,0.1434906669429789,0.0476386870559179,0.1634987322828795,1.8238918847705101e-09,0.5845886137114166,True,0.1434906669429789,0.1634987322828795,0.5845886137114166,0.62939453125
CRTAC1,-0.3924631677468682,0.0107222131387008,-0.2863041851566411,2.23608440819378e-24,0.0,True,0.3924631677468682,0.2863041851566411,0.0,0.6292317708333333
CDCP1,0.1378977044918592,0.1790730138951605,0.8237493603082727,2.82423267199748e-166,0.0,True,0.1378977044918592,0.8237493603082727,0.0,0.6290690104166666
IL22RA1,0.3605616903834585,0.1259390247881871,0.0840642647884745,0.0020422857342169,0.0421757561824598,True,0.3605616903834585,0.0840642647884745,0.0421757561824598,0.6287434895833333
IFNGR2,0.1674013445557616,0.0329533588477109,0.5945485495503542,2.89124031719097e-102,0.0,True,0.1674013445557616,0.5945485495503542,0.0,0.6287434895833333
SMPD1,-0.2964639216140377,0.0002721327451981,0.3561438102252753,2.08942525329906e-37,0.0,False,0.2964639216140377,0.3561438102252753,0.0,0.6282552083333333
MMP7,0.1649634662781931,0.0496327835892475,0.5945485495503542,1.31877115335059e-94,0.0,True,0.1649634662781931,0.5945485495503542,0.0,0.6261393229166666
GCNT1,-0.3547817854279413,0.0213148911578838,0.2986583155645151,8.34385229689534e-27,0.0,False,0.3547817854279413,0.2986583155645151,0.0,0.6258138020833333
ARSB,0.2867559704906028,0.0056886695272495,0.3561438102252753,7.25626891084338e-38,0.0,True,0.2867559704906028,0.3561438102252753,0.0,0.6253255208333333
ANGPTL4,-0.0094422444454913,0.9684658510700916,0.5260688116675876,1.3206869019557898e-77,0.7671524106592552,False,0.0094422444454913,0.5260688116675876,0.7671524106592552,0.6246744791666666
FAM3B,0.1530124625877231,0.1441329581862526,0.1890338243900168,6.9809437867731495e-12,0.0855253996742798,True,0.1530124625877231,0.1890338243900168,0.0855253996742798,0.6241861979166666
ITGA11,-0.0267945261560154,0.5740472772477474,-0.4739311883324124,3.91165622251356e-63,0.4712475956396822,True,0.0267945261560154,0.4739311883324124,0.4712475956396822,0.6233723958333333
OLR1,0.3225519717556393,0.1434157135430482,0.3103401206121505,1.33532999790532e-28,0.0,True,0.3225519717556393,0.3103401206121505,0.0,0.6228841145833333
NCF2,0.4818350550062664,0.0014211593695431,0.2265085298086797,4.43972463043329e-17,0.0,True,0.4818350550062664,0.2265085298086797,0.0,0.6223958333333333
COL18A1,0.2045687443446127,0.1093440666729175,0.4541758931858021,4.20286330465518e-53,0.0,True,0.2045687443446127,0.4541758931858021,0.0,0.6220703125
ULBP2,0.2342943021998742,0.2914367461098171,0.4114262457264649,1.0309836197454001e-48,0.0,True,0.2342943021998742,0.4114262457264649,0.0,0.6217447916666666
DPP6,-0.6119401857562643,0.003440180448934,0.2016338611696504,1.63241412503001e-12,0.0,False,0.6119401857562643,0.2016338611696504,0.0,0.62060546875
ICAM2,-0.2521785576190476,0.1270555022256462,0.1243281350022017,4.71277353832224e-06,0.0316136250761426,False,0.2521785576190476,0.1243281350022017,0.0316136250761426,0.6204427083333333
SERPINE1,0.2131279278508806,0.0705459758789418,0.4329594072761062,2.2811408947619297e-56,0.0,True,0.2131279278508806,0.4329594072761062,0.0,0.6202799479166666
CX3CL1,0.6722920746578964,0.0011345676665759,-0.2009126939259964,8.39159381342833e-13,0.0,False,0.6722920746578964,0.2009126939259964,0.0,0.6193033854166666
CXADR,0.3897054130645419,0.0002447742217024,0.2630344058337938,1.46715640885233e-21,0.0,True,0.3897054130645419,0.2630344058337938,0.0,0.619140625
GPNMB,-0.0631058633609029,0.7322434999274257,0.3334237337251918,3.69843402949696e-32,0.4303416304320233,False,0.0631058633609029,0.3334237337251918,0.4303416304320233,0.6189778645833333
CD99L2,-0.36686047576943,0.0020130443628237,0.2750070474998697,1.55741766642927e-22,0.0,False,0.36686047576943,0.2750070474998697,0.0,0.6181640625
ODAM,0.4380917950031353,0.1526121106524674,-0.2344652536370229,4.2772448792772694e-18,0.0,False,0.4380917950031353,0.2344652536370229,0.0,0.6175130208333333
GGH,0.1329563128439819,0.1747628137789632,0.7484612330040356,4.42389282663907e-163,0.0,True,0.1329563128439819,0.7484612330040356,0.0,0.6170247395833333
CALCA,0.1400663852462393,0.4111290603780316,0.6690267655096307,6.07292324605067e-91,0.0,True,0.1400663852462393,0.6690267655096307,0.0,0.6162109375
FUCA1,-0.2430924109335812,0.0120146653019854,0.3785116232537298,1.72023468130052e-43,0.0,False,0.2430924109335812,0.3785116232537298,0.0,0.6162109375
FABP5,-0.1932128681190459,0.1855132453732029,0.4541758931858021,1.0240460783500401e-61,0.0,False,0.1932128681190459,0.4541758931858021,0.0,0.6155598958333333
CXCL9,0.6734331661842106,0.0684619592192708,0.1890338243900168,1.1700406929901802e-09,0.0,True,0.6734331661842106,0.1890338243900168,0.0,0.6155598958333333
EPHX2,-0.5126916318132828,0.0027892456761399,0.2016338611696504,3.41343133240939e-14,0.0,False,0.5126916318132828,0.2016338611696504,0.0,0.6131184895833333
B4GALT1,0.2372286771303269,0.0004719124476092,0.3785116232537298,6.15827980959507e-42,0.0,True,0.2372286771303269,0.3785116232537298,0.0,0.6129557291666666
LRIG1,0.07630030236216,0.2022740093628713,0.2750070474998697,4.07806952397266e-24,0.446832877197483,True,0.07630030236216,0.2750070474998697,0.446832877197483,0.6121419270833333
PTPRF,0.2463475840100297,9.480981656381436e-05,-0.3584539709124763,9.34662397518372e-35,0.0,False,0.2463475840100297,0.3584539709124763,0.0,0.6121419270833333
PAM,-0.2117345490288187,0.0330609126626882,0.070389327891398,0.0071629349466249,0.8617432093484569,False,0.2117345490288187,0.070389327891398,0.8617432093484569,0.6121419270833333
ITGA5,0.1162615878439812,0.1863632237404526,0.8953026213333067,1.89525658568268e-214,0.0,True,0.1162615878439812,0.8953026213333067,0.0,0.6114908854166666
FGF2,0.3568773671033831,0.0172628698172038,0.070389327891398,0.0084867013774421,0.0339761773618497,True,0.3568773671033831,0.070389327891398,0.0339761773618497,0.6111653645833333
CLSTN2,-0.2689072710438571,0.354021330906812,0.3334237337251918,7.24430999622431e-32,0.0,False,0.2689072710438571,0.3334237337251918,0.0,0.6110026041666666
HSD11B1,0.1186001931710514,0.6213010147449737,-0.8109661756099832,9.82580033335716e-182,0.0,False,0.1186001931710514,0.8109661756099832,0.0,0.6105143229166665
SEMA3F,-0.013828932260651,0.9261756467051672,0.5558161550616397,8.79556628680099e-84,0.315713404000127,False,0.013828932260651,0.5558161550616397,0.315713404000127,0.6101888020833333
TNFAIP8,0.3215403157832099,0.0033222418234671,0.0426443374084937,0.136886591705807,0.4158396038683233,True,0.3215403157832099,0.0426443374084937,0.4158396038683233,0.609375
NBN,0.2844065132330904,0.0002001875544784,0.3103401206121505,1.09692287464065e-28,0.0,True,0.2844065132330904,0.3103401206121505,0.0,0.60888671875
PLXNB2,-0.1076416511660411,0.1346319847729868,1.0840642647884746,6.18969997392734e-297,0.0,False,0.1076416511660411,1.0840642647884746,0.0,0.607421875
CXCL8,0.2462570346177877,0.0228922850757568,0.3448284969974411,6.648600171929779e-36,0.0,True,0.2462570346177877,0.3448284969974411,0.0,0.6070963541666666
ASGR1,-0.1094515359824557,0.1862782084413857,1.0071955014042038,5.81199620874994e-272,0.0,False,0.1094515359824557,1.0071955014042038,0.0,0.60693359375
IL20RA,-0.4550038473790687,0.0014690710927536,0.0,0.938247721651021,0.202792613958275,False,0.4550038473790687,0.0,0.202792613958275,0.6067708333333333
PKLR,-0.2515261601547625,0.0462980552346498,0.0840642647884745,0.0015962788816145,0.1960270790758558,False,0.2515261601547625,0.0840642647884745,0.1960270790758558,0.6066080729166666
ICAM1,0.1189878833283195,0.369572212339019,0.765534746362977,4.78874159160763e-161,0.0,True,0.1189878833283195,0.765534746362977,0.0,0.6064453125
SRP14,-0.057964677556388,0.0051449320580865,0.4114262457264649,1.82409815947336e-50,0.0368672153450925,False,0.057964677556388,0.4114262457264649,0.0368672153450925,0.60595703125
LILRB2,0.2335069403295762,0.0532311280014482,0.3673710656485294,6.4800372164093495e-40,0.0,True,0.2335069403295762,0.3673710656485294,0.0,0.60595703125
ST3GAL1,0.2671151256522552,0.0054475461384585,-0.3219280948873623,3.30792823806807e-30,0.0,False,0.2671151256522552,0.3219280948873623,0.0,0.6057942708333333
ALDH1A1,-0.1223346104511264,0.0129818532363203,0.7136958148433589,2.50553990502762e-138,0.0,False,0.1223346104511264,0.7136958148433589,0.0,0.6044921875
PODXL,0.1942421275250581,0.016710705685713,-0.1046973786666932,0.0003357869158765,0.3985817951164487,False,0.1942421275250581,0.1046973786666932,0.3985817951164487,0.6044921875
IL1B,0.6678709112969976,0.0112725933046925,0.1763227726404628,1.71862442253215e-10,0.0,True,0.6678709112969976,0.1763227726404628,0.0,0.6036783854166666
PROC,-0.4197064416253129,0.0002006132497017,0.2141248053528473,3.3248294373205804e-15,0.0,False,0.4197064416253129,0.2141248053528473,0.0,0.6036783854166665
LRP11,-0.1659642860902206,0.0166579075246141,0.4750848829487826,4.57545151315099e-63,0.0,False,0.1659642860902206,0.4750848829487826,0.0,0.603515625
MEGF9,-0.202155450494363,0.0004946657767057,0.4005379295837288,6.7495641743882806e-46,0.0,False,0.202155450494363,0.4005379295837288,0.0,0.6031901041666666
SKAP2,0.1693480443621542,0.129717114152829,0.1505596765753813,4.42693501128136e-08,0.0598045943655412,True,0.1693480443621542,0.1505596765753813,0.0598045943655412,0.60302734375
CD14,-0.4523557740545154,0.0028008883999035,0.2016338611696504,9.43164944254313e-13,0.0,False,0.4523557740545154,0.2016338611696504,0.0,0.6023763020833333
RBP5,-0.1067197326209283,0.1066239386448456,0.9781956296816516,2.32271071691372e-254,0.0,False,0.1067197326209283,0.9781956296816516,0.0,0.6023763020833333
IL18BP,0.1802342718370901,0.2390399092829628,0.4329594072761062,5.1062950339455895e-49,0.0,True,0.1802342718370901,0.4329594072761062,0.0,0.6017252604166666
PADI2,0.4162033363452373,0.0685868404879478,0.2141248053528473,2.57808302307242e-14,0.0,True,0.4162033363452373,0.2141248053528473,0.0,0.6017252604166665
BST2,-0.1244954980451131,0.3545295338419972,0.6690267655096307,1.3580159576142099e-123,0.0,False,0.1244954980451131,0.6690267655096307,0.0,0.6015625
TSPAN1,-0.5969664387587681,0.0002355160459952,0.1763227726404628,3.02291211616506e-09,0.0,False,0.5969664387587681,0.1763227726404628,0.0,0.6007486979166666
RELT,-0.163984148575814,0.0376883767660783,0.4750848829487826,2.3895313510534702e-54,0.0,False,0.163984148575814,0.4750848829487826,0.0,0.6005859375
IL12RB1,0.1783039290645343,0.4672659842006732,0.4329594072761062,3.4584737518708103e-54,0.0,True,0.1783039290645343,0.4329594072761062,0.0,0.6004231770833333
CLMP,0.1814836820012546,0.3041518417438668,0.4222330006830478,4.98064263002639e-46,0.0,True,0.1814836820012546,0.4222330006830478,0.0,0.60009765625
CTSB,-0.0194387040977463,0.6988094735166999,-0.4739311883324124,1.00407286058988e-64,0.3075028169480839,True,0.0194387040977463,0.4739311883324124,0.3075028169480839,0.599609375
SHMT1,0.2562931744962444,0.02482118701918,0.3103401206121505,3.86558416032821e-30,0.0,True,0.2562931744962444,0.3103401206121505,0.0,0.59814453125
TNFRSF1A,0.1093658343358416,0.0139899461627094,0.8073549220576041,1.04894002441255e-162,0.0,True,0.1093658343358416,0.8073549220576041,0.0,0.5979817708333333
CXCL12,0.649863761611531,0.0300435373006392,-0.1681227588083269,5.02199218214435e-10,0.0,False,0.649863761611531,0.1681227588083269,0.0,0.59716796875
L1CAM,-0.735260244020675,0.0067148414795865,0.1634987322828795,3.0277851824945e-09,0.0,False,0.735260244020675,0.1634987322828795,0.0,0.5970052083333333
MCAM,0.311772294550753,0.0068981813168214,-0.2688167584278,3.09344431249342e-20,0.0,False,0.311772294550753,0.2688167584278,0.0,0.5968424479166666
STK11,0.1075272549561372,0.0637941555094352,0.2016338611696504,6.69299834154537e-13,0.2110873643356958,True,0.1075272549561372,0.2016338611696504,0.2110873643356958,0.5963541666666666
EFNA1,0.190729203200501,0.0704620718628378,0.4005379295837288,2.68037297826082e-44,0.0,True,0.190729203200501,0.4005379295837288,0.0,0.595703125
SIGLEC10,0.1343234733433567,0.2830820184838292,0.5849625007211562,2.1760889502700302e-98,0.0,True,0.1343234733433567,0.5849625007211562,0.0,0.595703125
CAMKK1,-0.5290823086854628,9.29937870720689e-06,0.1763227726404628,3.14810351905218e-10,0.0,False,0.5290823086854628,0.1763227726404628,0.0,0.5955403645833333
DPP7,-0.248178607404764,0.0176275184004373,0.3103401206121505,1.01939588421472e-29,0.0,False,0.248178607404764,0.3103401206121505,0.0,0.5948893229166666
IL16,0.1598126054599005,0.0611946030130237,0.4646682670034442,6.520410049492301e-62,0.0,True,0.1598126054599005,0.4646682670034442,0.0,0.5939127604166665
EGLN1,0.1281435326629054,0.002462878847289,0.5945485495503542,1.9380706744136298e-103,0.0,True,0.1281435326629054,0.5945485495503542,0.0,0.5935872395833333
HYAL1,-0.1698490893446145,0.2968693894391512,0.4329594072761062,1.01773672527631e-53,0.0,False,0.1698490893446145,0.4329594072761062,0.0,0.5935872395833333
AIFM1,-0.1647895919179163,0.0017469470686399,0.4436066514756148,1.00380460606901e-59,0.0,False,0.1647895919179163,0.4436066514756148,0.0,0.59228515625
KRT18,0.0950316387155361,0.3445092874271949,1.0496307677246004,3.33752837158722e-281,0.0,True,0.0950316387155361,1.0496307677246004,0.0,0.5921223958333333
SLAMF8,0.1491312027531321,0.4466907778534885,0.4854268271702416,9.71435141794412e-68,0.0,True,0.1491312027531321,0.4854268271702416,0.0,0.5919596354166666
IFNGR1,0.2565984278132784,0.0008097962942777,0.0565835283663675,0.0550355281184668,0.3173968498091934,True,0.2565984278132784,0.0565835283663675,0.3173968498091934,0.59130859375
GAS6,0.2356278256572697,0.0424863788474149,0.3219280948873623,1.14053659015093e-29,0.0,True,0.2356278256572697,0.3219280948873623,0.0,0.5908203125
DCBLD2,0.3011636027255697,0.0004499412880087,0.2630344058337938,2.71539022016944e-20,0.0,True,0.3011636027255697,0.2630344058337938,0.0,0.5904947916666665
TANK,0.1167394738057616,0.0455944369666384,0.1505596765753813,2.14150120851786e-08,0.5550813400883258,True,0.1167394738057616,0.1505596765753813,0.5550813400883258,0.59033203125
DDX58,0.5766781419649121,0.0274893156976588,0.1634987322828795,5.82716051493512e-09,0.0,True,0.5766781419649121,0.1634987322828795,0.0,0.5895182291666666
CKAP4,0.1657365717167955,1.04306667339463e-06,0.4329594072761062,7.48408441217559e-52,0.0,True,0.1657365717167955,0.4329594072761062,0.0,0.58935546875
TCN2,-0.1616691795382188,0.1899287961428613,0.4436066514756148,2.5003909850778598e-57,0.0,False,0.1616691795382188,0.4436066514756148,0.0,0.58935546875
CCL8,0.8323613403521293,0.0045660069686547,0.1505596765753813,4.82434982653772e-08,0.0,True,0.8323613403521293,0.1505596765753813,0.0,0.5885416666666666
NAMPT,0.2089015105263119,0.0130773999590101,0.3448284969974411,2.67501413905466e-37,0.0,True,0.2089015105263119,0.3448284969974411,0.0,0.5882161458333333
FGFBP1,0.1088013828421079,0.722095842197596,-0.7131188522118385,1.5384393030814e-135,0.0,False,0.1088013828421079,0.7131188522118385,0.0,0.58740234375
VPS53,-0.1062070907030072,0.0962497673081725,0.1634987322828795,6.96192493332259e-09,0.5586485508567657,False,0.1062070907030072,0.1634987322828795,0.5586485508567657,0.58740234375
IL18R1,0.0873191378327078,0.5441697702854966,1.1505596765753814,0.0,0.0,True,0.0873191378327078,1.1505596765753814,0.0,0.5857747395833333
BOC,-0.3135654691303298,0.0272068715516012,0.0,0.815234169355808,0.4609784913906616,False,0.3135654691303298,0.0,0.4609784913906616,0.5836588541666666
CTSD,0.0886022533038826,0.4545138118136577,1.0285691521967708,3.27794691051524e-285,0.0,True,0.0886022533038826,1.0285691521967708,0.0,0.5836588541666665
EGFR,0.4759179893233067,0.000260082654383,-0.1681227588083269,2.9850775528376504e-09,0.0,False,0.4759179893233067,0.1681227588083269,0.0,0.58251953125
LGALS1,-0.1248070127875884,0.5502879828932264,0.5558161550616397,1.80190106688054e-84,0.0,False,0.1248070127875884,0.5558161550616397,0.0,0.58203125
STK24,0.1347821533834654,5.307175066413259e-05,0.1110313123887439,2.26171522640912e-05,0.6260967766809393,True,0.1347821533834654,0.1110313123887439,0.6260967766809393,0.5818684895833333
IL15,0.3525599618796988,0.0054818024618292,0.2141248053528473,1.20379903403031e-15,0.0,True,0.3525599618796988,0.2141248053528473,0.0,0.58154296875
PXN,0.1645539185043851,0.0174903219275659,0.4114262457264649,4.59297774097306e-49,0.0,True,0.1645539185043851,0.4114262457264649,0.0,0.5813802083333333
METAP2,0.090543538962402,0.2275587016870892,0.2016338611696504,6.46693833218624e-14,0.2655474777216943,True,0.090543538962402,0.2016338611696504,0.2655474777216943,0.5804036458333333
CLEC7A,0.2331643020288218,0.3079965809063233,0.2986583155645151,1.9511127080434002e-26,0.0,True,0.2331643020288218,0.2986583155645151,0.0,0.5802408854166666
SIRT2,-0.1342689190939863,0.0098271617929954,0.1505596765753813,6.05899588664462e-08,0.1632138742744884,False,0.1342689190939863,0.1505596765753813,0.1632138742744884,0.5802408854166666
ADA,0.040211434235589,0.7984406344081563,0.2986583155645151,1.9062248683600398e-26,0.5011038143771628,True,0.040211434235589,0.2986583155645151,0.5011038143771628,0.580078125
SMAD1,0.2985653033214301,1.805884439777003e-05,0.2387868595871164,1.09093538141325e-17,0.0,True,0.2985653033214301,0.2387868595871164,0.0,0.5799153645833333
SEZ6L2,-0.4128608691347111,0.0044305870658672,-0.1844245711374274,6.75666918328409e-09,0.0,True,0.4128608691347111,0.1844245711374274,0.0,0.5794270833333333
LAMP3,0.2968172893865919,0.0707442352393809,0.2387868595871164,1.09718530070887e-16,0.0,True,0.2968172893865919,0.2387868595871164,0.0,0.5792643229166665
GPKOW,-0.1518758307136565,0.0463349397474234,0.4329594072761062,2.7367772710093497e-56,0.0,False,0.1518758307136565,0.4329594072761062,0.0,0.57861328125
ENTPD5,0.3035931715676732,0.001914074285945,-0.2344652536370229,1.0449977197082201e-17,0.0,False,0.3035931715676732,0.2344652536370229,0.0,0.578125
